항목,내용
한글명,PLUS K리츠
영문명,PLUS K-REITs
표준코드,KR7429740004
종목코드,429740
상장일,2022-05-24
펀드형태,수익증권형
기초지수명,FnGuide 리츠 지수
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"메리츠증권, NH투자증권, 한국투자증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세(분리과세부동산ETF)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com
http://www.arirangetf.com,http://www.arirangetf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(부동산) (리츠) / (-) (-) / (-)
기본 정보,"이 투자신탁은 국내 상장된 부동산 관련 집합투자증권(REITs 포함)을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “FnGuide 리츠 지수”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. “FnGuide 리츠 지수”는 유가증권시장 및 코스닥 시장에 상장된 보통주 종목 중 특별자산군(REITs)에 속하는 기업들로 구성하여 국내 상장 리츠 부문의 성과를 추종하도록 개발된 지수입니다. 단, 특별자산군(REITs) 종목만으로 지수 구성종목수가 10종목이 되지 않을 경우, 유가증권시장 및 코스닥 시장에 상장된 특별자산군(REITs)에 속하지 않는 종목이 지수 구성종목에 포함될 수 있습니다."
투자유의사항,"이 투자신탁이 주요하게 투자하는 국내 리츠는 환매금지형 집합투자기구인 경우 증권 시장에 상장되어야 하며, 상장이 되더라도 거래량 부진 등의 사유로 투자자가 원하는 시기 및 가격에 매매가 이루어지지 아니할 수 있습니다. 또한 해당 국내 리츠가 투자한 보유 부동산이 부동산 시장 환경의 변화, 경제환경 및 정책의 변화 등으로 매각이 지연될 수 있어, 해당 리츠의 신탁계약기간 내에 매각이 어려울 수 있습니다. 또한 해당 국내 리츠가 투자한 보유 부동산이 부동산 시장환경의 변화, 경제 환경 및 정책의 변화 등으로 매각시점이 조기에 이루어져 조기상환의 위험도 있을 수 있습니다. 부동산에 간접적으로 투자하는 리츠 또는 부동산집합투자기구는 거래소에 상장되어 주식과 같이 거래되므로 주식과 같은 가격 변동 위험이 있습니다. 예를 들어, 리츠의 가격은 부동산 경기 외에도 결제 상황, 수급 등에 의하여 결정되므로 해당 지역의 부동산 경기가 좋은 상황에서도 다른 요인으로 인하여 상장된 리츠의 가격이 하락할 수 있습니다. 이 투자신탁에 투자하는 투자자가 법에서 정한 분리과세 및 보유기간 요건에 미충족하는 경우 투자자가 받은 분리과세 혜택에 의하여 세금이 원천징수되는 위험이 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
