항목,내용
한글명,BNK 26-06 특수채(AAA이상)액티브
영문명,BNK 26-06 Public Finance Bond Active
표준코드,KR7495710006
종목코드,495710
상장일,2024-12-03
펀드형태,수익증권형
기초지수명,KAP 26-06 특수채 총수익 지수(AAA이상)
추적배수,일반 (1)
자산운용사,비엔케이자산운용(주)
지정참가회사(AP),"미래에셋증권, BNK투자증권, NH투자증권"
총보수(%),0.1
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(단, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.bnkasset.co.kr
www.bnkasset.co.kr,www.bnkasset.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (단기) / (-)
기본 정보,"당 상장지수펀드(이하 “ETF”라 함)는 존속기한이 존재하는 채권형 ETF 상품으로, 한국자산평가(주)가 산출 및 발표하는 ‘KAP 26-06 특수채 총수익 지수(AAA 이상)’를 비교지수로 하여 ETF의 존속기한이 종료되는 시점에 해당 수익을 지급하고 펀드를 상환(상장폐지)하는 것을 목표로 하는 액티브 ETF임 비교지수인 ‘KAP 26-06 특수채 총수익 지수(AAA 이상)’는 지수 시작일인 2023년 12월 29일 이전에 발행된 국민주택채 및 신용등급 AAA급 이상의 특수채, 그리고 특수 은행채 중 2026년 5월에서 7월에 만기가 도래하는 잔액 500억 이상 채권으로 구성되었으며, 2026년 06월 11일에 만기 예정인 채권지수임 당 ETF는 기본적으로 비교지수인 ‘KAP 26-06 특수채 총수익지수(AAA이상)’의 유니버스 및 그와 유사한 신용등급과 잔존만기를 가진 채권 등에 주로 투자하되, 비교지수 대비 초과수익 실현을 그 투자목적으로 함 ETF의 설정단위는 2,000좌이며, 현금/현물 설정방식을 혼합하여 자산을 구성함. 또한, 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래가 가능함"
투자유의사항,"채권에 주로 투자함으로써 유가증권의 가격 변동, 이자율 등 거시경제지표의 변화에 따른 위험에 노출됨. 또한, 당 ETF는 비교지수 대비 초과수익을 목표로 하는 펀드로 비교지수와 유사한 수익률 실현을 목적으로 하는 기존의 ETF와 달리, 비교지수 대비 높은 추적오차가 발생할 수 있음 이러한 추적오차는 시장의 변동에 적극적으로 대응하여 비교지수 대비 높은 성과를 추구하는 당 ETF의 투자목적에 따른 운용상의 결과이며, 지수와의 괴리율은 매일 공고되는 추적오차율 공고를 통해 확인이 가능. 디만, 당 ETF는 비교지수와의 상관계수를 0.7 이상으로 관리하여 비교지수와의 성과괴리를 일정 수준 이내로 관리할 계획임 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.bnkasset.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인할 수 있음"
