항목,내용
한글명,TIGER 원유선물인버스(H)
영문명,TIGER WTI INVERSE(H)
표준코드,KR7217770007
종목코드,217770
상장일,2015-04-29
펀드형태,수익증권형
기초지수명,S&P GSCI Inverse Crude Oil Index ER
추적배수,1X 인버스 (-1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 한국투자증권"
총보수(%),0.69
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2015년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (에너지) / (-) (원유) / (-)
기본 정보,"이 투자신탁은 원유관련 파생상품을 주된 투자대상자산으로 하며, ""S&P GSCI Crude Oil Index Excess Return""을 기초지수로 하는 상장지수투자신탁으로서 기초지수 일간수익률의 음(陰)의 1배수 수익률과 연동하는 것을 투자목적으로 합니다.  S&P Dow Jones Indices가 발표하는 “S&P GSCI Crude Oil Index Excess Return”은 NYMEX에 상장된 WTI 원유 선물가격의 움직임을 나타내는 지수로서, 선물 투자시 발생하는 롤오버(Roll-over) 비용을 반영하여 산출된 지수입니다."
투자유의사항,"이 ETF는 원유선물가격을 기초로 하는 지수의 일간 수익률의 음의 1배 수익률 추구합니다. 한편, 이 지수는 현물가격이 아닌 선물가격을 반영하고 있습니다. 이자비용, 보관비용 또는 원유의 현재 수급상황 및 미래 수급상황에 대한 전망 등에 의한 영향으로 현물가격과 선물가격 사이에는 차이가 존재하며, 이러한 가격차이는 시장상황 등에 따라 크게 확대될 수도 있습니다.  이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
