항목,내용
한글명,KOSEF 국고채10년레버리지
영문명,KOSEF 10YKTB LEVERAGE
표준코드,KR7167860006
종목코드,167860
상장일,2012-10-30
펀드형태,수익증권형
기초지수명,KIS 10년 국고채 레버리지 지수
추적배수,2X 레버리지 (2)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"우리투자증권(주), 대신증권(주), 대우증권(주), 동양증권(주)"
총보수(%),0.3
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"“KIS 10년 국고채 지수(KIS KTB 10Y Index)”를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(陽)의 2배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. 이 투자신탁의 포트폴리오는 채권 및 채권관련 상장지수집합투자증권(국고채ETF 등)에 투자신탁 자산총액의105% 수준(차입 5% 포함)으로, 채권관련장내파생상품(10년 국채선물 등)은 95% 수준으로 구성하여 레버리지 효과를 추구하도록 투자할 계획입니다. 이 투자신탁은 KIS 10년 국고채 지수의 일간변동률의 양(陽)의 2배수로 추적하지만 투자자가 이 투자신탁의 누적성과를 확인하고자 할 경우 KIS채권평가에서 발표하는 “KIS 10년 국고채 레버리지 지수”를 참고할 수 있습니다. * KIS 10년 국고채 레버리지 지수는 채권 레버리지 지수로 91일물 CD금리로 보유현금의 5%를 차입하여 보유현금의 105%를 국고채권 10년물 3종목을 액면금액 동일비중으로 편입한 바스켓에 투자하고, 보유현금의 95%를 10년 국채선물에 투자하는 것으로 가정하여 산출합니다."
투자유의사항,"KIS 10년 국고채 지수(기초지수)의 일간변동률의 양(+)의 2배 수익률을 추구합니다. 그러므로 이 투자신탁을 하루 이상 보유할 경우, 투자자의 투자결과는 매일매일의 수익률을 누적하여 결정되는데, 이 결과는 해당기간 동안의 기초지수 수익률을 단순히 2배한 것과는 같을 수 없으며, 시장의 변동성이 클 경우 그 차이는 더욱 커지는 경향이 있습니다. 또한, 이 투자신탁의 수익률과 기초지수의 누적수익률의 차이는 투자기간이 장기화 될수록 커질 수 있습니다. 그 결과로 심지어는 일시적으로 또는 지속적으로 이 투자신탁과 기초지수의 누적 수익률간의 음의 상관관계가 나타날 수 있습니다. 이 투자신탁이 추구하는 운용전략은 일간 수익률을 기준으로 하는 것으로서, 이 투자신탁에 적용되는 “일일”, “일간” 또는 “하루”라 함은 전날 장 마감시점으로부터 다음날 장 마감시점까지를 말합니다. 따라서, 투자자는 이 투자신탁을 위에서 정의하는 “하루”의 기간과 다르게 보유할 경우 본래의 투자목적과는 다른 투자결과를 얻을 수 있음에 유의하시기 바랍니다. 이 투자신탁과 관련한 다양한 보수 또는 비용, 매 영업일 10년 국채선물시장 종료 이후 장외채권현물가격이 급변하는 경우, 국채선물의 고/저평가 폭의 변동 등으로 인하여 추적오차가 발생할 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kosef.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
