항목,내용
한글명,PLUS 글로벌AI
영문명,PLUS Global Artificial Intelligence
표준코드,KR7438210007
종목코드,438210
상장일,2022-08-17
펀드형태,수익증권형
기초지수명,BlueStar Artificial Intelligence Index(시장가격)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"한화투자증권, 메리츠증권, 키움증권, 한국투자증권"
총보수(%),0.5
회계기간,"최초 회계기간 : 최초설정일로부터 2022년 12월 31일까지, 회계기간 경과 후의 회계기간 : 2023년 1월 1일부터 매 1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 해외 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간 변동률을 “BlueStar Artificial Intelligence Index (원화환산)”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. 기초지수인 “BlueStar Artificial Intelligence Index (원화환산)”를 추종하며, 투자목적 달성을 위해 전 세계 시장에 상장된 주식 중에서 하나 이상의 주요 제품 및 서비스가 인공지능 관련 테마를 기반으로 하거나, 인공지능 관련 테마가 회사의 미래 성장에 유의미한 기여를 할 것이라고 가장 최근 사업보고서에 명시한 기업의 주식에 주로 투자할 예정입니다."
투자유의사항,"주식의 가치는 일반적으로 발행회사 고유의 위험뿐만 아니라 여러 가지 거시경제지표의 변화에 따라서도 급변할 수 있습니다. 특히 주식은 다른 여타의 자산보다 그 변동성이 큰 특징이 있으며, 이로 인해 주식투자 시에는 투자원금의 손실 가능성이 매우 큰 위험이 있습니다. 이 투자신탁은 환율변동위험 제거를 위한 환헤지 전략을 실행하지 않습니다. 따라서 투자자는 외국통화에의 투자에 따른 환율변동위험에 100% 노출됩니다. 이는 해당 외화자산인 투자자산의 가치가 상승함에도 불구하고 원화(KRW)와 해당국가 통화간 상대적 가치의 변화로 인해 투자시 수익을 얻지 못하거나 원금의 손실이 발생할 수도 있음을 의미합니다. 예를 들어 원화의 가치가 외국통화에 비하여 상대적으로 더 높아지면, 외화자산인 투자자산의 가치는 원화가치로 환산했을 때 낮아집니다. 이러한 환율변동위험을 회피하고자 하는 투자자께서는 투자금액을 고려하시어 이 집합투자기구와는 별도로 환헤지 방안을 강구하셔야 합니다. 이 투자신탁은 추적대상지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료, 지수사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상 지수의 수익률이 동일할 것으로 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 이 투자신탁은 법령이 허용하는 한도 내에서 소수 종목에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 일부 종목의 집합투자기구에 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 이 투자신탁은 일부 산업에 속하는 증권에 선별적으로 집중 투자할 수 있으며, 이에 따라 변동성 및 투자한 특정 섹터의 위험이 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
