항목,내용
한글명,ACE 글로벌AI맞춤형반도체
영문명,ACE Global AI Custom Semiconductor
표준코드,KR7494340003
종목코드,494340
상장일,2024-10-22
펀드형태,수익증권형
기초지수명,Solactive AI Custom Semiconductor Index(PR)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국, 미래에셋, 메리츠"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.aceetf.co.kr
www.aceetf.co.kr,www.aceetf.co.kr
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"· 이 투자신탁은 Solactive AG가 발표하는 “Solactive AI Custom Semiconductor Index PR”을 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. · Solactive AG가 발표하는 “Solactive AI Custom Semiconductor Index PR”는 미국 및 대만 상장 종목 중 맞춤형반도체 산업과 관련된 키워드와 유사도 점수가 높은 종목을 선정하며, 이후 시가총액 가중방식으로 비중을 구성한 지수입니다."
투자유의사항,· 이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. · 이 투자신탁은 한정된 투자대상에 주로 투자함으로써 좀더 분산 투자된 다른 투자신탁에 비해 더 큰 투자원금액 손실이 발생할 수 있습니다. · 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
