항목,내용
한글명,PLUS 태양광&ESS
영문명,PLUS Solar&ESS
표준코드,KR7457990000
종목코드,457990
상장일,2023-06-20
펀드형태,수익증권형
기초지수명,FnGuide 태양광&ESS 지수
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"KB증권, 메리츠증권, 신한투자증권, NH투자증권, 한화투자증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com
http://www.arirangetf.com,http://www.arirangetf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, 1좌당 순자산가치의 일간변동률을 “FnGuide 태양광&ESS 지수”의 1배수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다.  주식의 가치는 일반적으로 발행회사 고유의 위험뿐만 아니라 여러 가지 거시경제지표의 변화에 따라서도 급변할 수 있습니다. 특히 주식은 다른 여타의 자산보다 그 변동성이 큰 특징이 있으며, 이로 인해 주식투자 시에는 투자원금의 손실 가능성이 매우 큰 위험이 있습니다. 이 투자신탁은 주로 국내 주식에 투자하는 상품입니다. 따라서 이 상품은 한국의 경제성장률, 이자율 등 거시경제지표의 변화에 따른 위험에 노출됩니다. 해당 상품의 기초지수는 사업보고서 등 문서에서 지수 산출업자가 선정한 테마 관련 키워드를 바탕으로 관련도가 높은 종목을 선정합니다. 그러므로 실제 해당 테마사업을 영위하고 기업 및 개별 기업의 시장점유율, 매출 등 실적과는 괴리가 발생할 수 있습니다. 이 투자신탁은 법령이 허용하는 한도 내에서 소수 종목에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 일부 종목의 집합투자기구에 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 이 투자신탁은 태양광과 ESS산업 관련 테마라는 특정한 주제를 가지고 종목을 선별하여 투자하는 펀드입니다. 그러므로 이 투자신탁은 일부 산업에 속하는 증권에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 투자한 특정 섹터의 위험이 미치는 영향력이 동일유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 이 투자신탁은 태양광과 ESS 관련 키워드를 활용하여 태양광과 ESS산업 테마와 관련도가 높은 종목을 선정하기 때문에 해당 기업들이 영위하는 주된 사업과 다소 차이가 있을 수 있습니다. 특히 일부 종목의 경우 해당 기업이 영위하는 주된 사업 또는 대부분 매출이 태양광, ESS산업과 관련성이 적지만 키워드 관점상 상당한 시장지배력을 가지고 있어 투자종목에 선정되거나 기타의 기준에 따라 선별되는 종목이 존재할 수 있습니다. 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되는 등 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지 하여야 합니다. 이 경우 이 투자신탁의 신탁계약은 해지되고 잔여자산을 분배할 것이나, 잔여자산 분배시까지의 기간 동안에는 유통시장을 통한 수익증권의 현금화가 어려워질 가능성이 있으며, 이로 인하여 예상하지 못한 손실이 발생할 수도 있습니다. 이 투자신탁은 한국거래소에 상장되어 거래되는 상장지수투자신탁으로서 상장된 이후 유동성공급자가 시장거래 조성을 위한 노력 등의 업무를 수행하나 호가 공백이나 거래부진, 헷지수단이 한국과의 시차가 존재하는 시장에서 거래, 휴일이나 해외거래소의 시스템 문제 등의 사유로 투자신탁의 순자산가치인 기준가격과 시장수급의 변화로 인해 형성되는 시장거래가격이 서로 다르게 형성될 수 있으며, 또한 그로 인해 시장가격의 변동성이 증가될 위험이 있습니다. 투자신탁을 설정한 이후 1년이 되는 날에 원본액이 50억원 미만인 경우 또는 투자신탁을 설정하고 1년이 지난 후 1개월간 계속하여 투자신탁의 원본액이 50억원 미만인 경우 집합투자업자가 투자신탁을 해지하는 등 투자자의 동의 없이 해당 집합투자기구를 해지할 수 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
