항목,내용
한글명,HANARO CD금리액티브(합성)
영문명,HANARO CD Active(Synth)
표준코드,KR7471290007
종목코드,471290
상장일,2023-11-14
펀드형태,수익증권형
기초지수명,iSelect CD Index(총수익)
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"미래에셋증권, 한국투자증권"
총보수(%),0.02
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.hanaroetf.com
http://www.hanaroetf.com,http://www.hanaroetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 장외파생상품을 법시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, “iSelect CD index(총수익)”를 비교지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률을 초과하도록 투자신탁재산을 운용함을 목적으로 합니다. 금융투자협회가 산출하는 CD금리는 금융거래지표법상 중요지표로 선정되어, 이를 기초로 한 금융상품을 출시하는데 신뢰성 및 산출 안정성을 갖추었다고 판단되며, NH투자증권은 매영업일 16시 30분에 고시하는 CD91금리을 적용하여 지수를 산출합니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자인 NH-Amundi 자산운용의 인터넷 홈페이지(http://www.hanaroetf.com ) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
