항목,내용
한글명,KODEX 차이나H
영문명,KODEX China H
표준코드,KR7099140006
종목코드,099140
상장일,2007-10-10
펀드형태,수익증권형
기초지수명,HSCEI (Hang Seng China Enterprise Index)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),
총보수(%),0.12
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,배당소득세(해외주식투자전용ETF)
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (아시아) (홍콩)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"원화환산전 1좌당 순자산가치의 변동률을 기초지수인 HSCEI(Hang Seng China Enterprise Index) 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. HSI Services Limited사가 산출하는 HSCEI지수는 홍콩증권거래소에 상장된 H주로 구성된 지수로서, 환율 변동의 영향을 받는 환노출 상품입니다. KODEX China H의 ""H""는 H주를 의미하는 것으로 환헤지 상품에서 Hedge를 의미하는 ""(H)""를 뜻하지 않습니다."
투자유의사항,"해외 특정 국가(중국)의 주식에 주로 투자하기 때문에 특정국가(중국)의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있습니다. 해외 지수를 기초지수로 하는 증권상장지수투자신탁은 한국거래소와 해외 증권거래소의 영업일이 일치하지 않을 경우 결제기간의 차이로 인해 차익거래가 불가능합니다. 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
