항목,내용
한글명,KODEX 단기채권
영문명,KODEX KRW CASH
표준코드,KR7153130000
종목코드,153130
상장일,2012-02-22
펀드형태,수익증권형
기초지수명,KRW Cash Index(총수익)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),
총보수(%),0.15
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (단기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KRW Cash Index(총수익)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 운용목표로 합니다. 에프엔가이드가 산출하는 KRW Cash Index(총수익)는 잔존만기 1개월 이상 1년 이하의 국고채, 통화안정증권 등 30 종목으로 구성된 듀레이션 0.5년 내외로 자본손익, 경과이자 및 이자 재투자 손익을 감안한 총수익에 관한 지수입니다. 기본적으로 KRW Cash Index를 완전 복제하는 방식으로 포트폴리오를 구성할 예정입니다. 그러나, 투자신탁의 규모가 작거나 운용 효율성의 제고가 필요하다고 판단되는 등의 경우에는 표본추출기법을 활용하여 KRW Cash Index의 듀레이션과 신용등급 분포를 복제하는 현물바스켓으로 포트폴리오를 구성할 예정입니다. 종목 교체시 통안채 입찰 및 국고채 바이백(조기상환) 등을 활용하여 초과수익을 추구하며 보유채권 만기 보유를 통하여 매매 비용를 최소화하고 현물 편입비를 60%~100% 수준으로 운용할 예정입니다. 다만, 추적오차를 줄이기 위해서 채권 관련 파생상품에 투자할 수 있습니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서, 이 투자신탁의 수익률과 추적대상 지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이론 인해 기대하지 않은 손실이 발생할 수 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
