항목,내용
한글명,1Q CD금리액티브(합성)
영문명,1Q CD Rate Active(SYNTH)
표준코드,KR7491610002
종목코드,491610
상장일,2024-09-24
펀드형태,수익증권형
기초지수명,KIS 하나 CD금리 총수익지수
추적배수,일반 (1)
자산운용사,하나자산운용(주)
지정참가회사(AP),"하나증권, 키움증권, LS증권"
총보수(%),0.02
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.ktopetf.com
http://www.ktopetf.com,http://www.ktopetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 KIS 하나 CD금리 총수익지수를 비교지수로 하여 비교지수 대비 초과성과를 추구하는 Active ETF입니다. · KIS 하나 CD금리 총수익지수는 양도성예금증서(Certificate of Deposit, CD) 3개월에 대한 투자성과를 추적하는 것을 목표로 하여, KIS 자산평가에서 산출하여 고시하는 CD수익률(AAA등급)의 성과를 지수화한 것입니다. · KIS 하나 CD금리 총수익지수의 듀레이션은 0.25년 내외로 단기 자금 시장의 변화를 반영하는 지수입니다."
투자유의사항,"· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 비교지수 일간성과와 유사하도록 추종하는 것을 목표로 하는 기존의 Passive ETF와 달리, 비교지수 대비 초과성과를 얻는 것을 목표로 하는 Active ETF입니다.  · 이 투자신탁은 담당 펀드매니저의 정량적 및 정성적 분석에 기반하여 포트폴리오를 구성하고 시장 대비 초과수익을 추구하기 때문에 비교지수 대비 낮은 수익률을 기록할 위험을 내포하고 있습니다. · 이 투자신탁은 비교지수와의 수익률 연동을 위해 거래상대방과 장외파생상품 계약을 체결하는 합성상장지수펀드로 거래상대방의 신용상태 악화, 부도 등에 따라 이 투자신탁이 거래정지 및 상장폐지 되는 등 투자목적이 실현되지 못하고 손실이 발생할 수 있습니다. 또한 스왑 계약에 따른 스왑 스프레드, 스왑 평가수수료, 담보 보관 및 평가수수료 등의 비용이 발생할 수 있는데 이 비용이 예상치 못하게 과도하게 발생하는 경우 이 투자신탁의 성과에 영향을 줄 수 있습니다.  · 이 투자신탁은 1좌당 순자산가치의 일간변동률이 비교지수 일간성과와 유사하도록 추종하는 것을 목표로 하는 기존의 Passive ETF와 달리, 비교지수 대비 초과성과를 얻는 것을 목표로 하는 Active ETF입니다.  · 이 투자신탁은 담당 펀드매니저의 정량적 및 정성적 분석에 기반하여 포트폴리오를 구성하고 시장 대비 초과수익을 추구하기 때문에 비교지수 대비 낮은 수익률을 기록할 위험을 내포하고 있습니다. · 이 투자신탁은 비교지수와의 수익률 연동을 위해 거래상대방과 장외파생상품 계약을 체결하는 합성상장지수펀드로 거래상대방의 신용상태 악화, 부도 등에 따라 이 투자신탁이 거래정지 및 상장폐지 되는 등 투자목적이 실현되지 못하고 손실이 발생할 수 있습니다. 또한 스왑 계약에 따른 스왑 스프레드, 스왑 평가수수료, 담보 보관 및 평가수수료 등의 비용이 발생할 수 있는데 이 비용이 예상치 못하게 과도하게 발생하는 경우 이 투자신탁의 성과에 영향을 줄 수 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.ktopetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.ktopetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
