항목,내용
한글명,TIGER K게임
영문명,TIGER K-GAME
표준코드,KR7300610003
종목코드,300610
상장일,2018-07-24
펀드형태,수익증권형
기초지수명,WISE K게임 테마 지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠,NH투자,KB투자"
총보수(%),0.5
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,비과세
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 ETF는 국내 주식을 주된 투자대상자산으로 하며, “WISE K게임 테마 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “WISE K게임 테마 지수”는 와이즈에프엔에서 발표하는 지수로서, 종목별 증권사 리포트를 키워드 분석하여 주요 키워드 상위에 게임관련 단어(게임, 온라인게임, 모바일게임 등)가 포함되는 종목을 유니버스로 하며 종목별 사업보고서에 기반한 매출 구성 확인을 통해 구성종목을 선정합니다"
투자유의사항,이 ETF와 관련한 다양한 보수 또는 비용 등은 이 ETF의 순자산가치에 부(負)의 영향을 미쳐 추적오차를 발생시킬 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com ) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
