항목,내용
한글명,KODEX K-친환경조선해운액티브
영문명,KODEX K-Eco Ship Active
표준코드,KR7445150006
종목코드,445150
상장일,2022-11-15
펀드형태,수익증권형
기초지수명,FnGuide K-친환경선박 지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"NH투자증권, DB금융투자, SK증권, 메리츠증권, 신한투자증권, 키움증권, 한국투자증권, 하이투자증권, 유진투자증권, KB증권, 현대차증권"
총보수(%),0.5
회계기간,최초회계기간: 최초설정일로부터 2022년 12월 31일까지. 상기 회계기간 경과 후의 회계기간: 2023년 1월 1일부터 매 1년 간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 FnGuide가 산출·발표하는 FnGuide K-친환경선박 지수를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용하는 것을 목표로 하는 액티브상장지수펀드입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
