항목,내용
한글명,PLUS 미국채30년액티브
영문명,PLUS 30-Year US Treasury Bond Active
표준코드,KR7464470004
종목코드,464470
상장일,2023-08-22
펀드형태,수익증권형
기초지수명,ICE U.S. Treasury 20+ Year Bond Index(Total Return)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"미래에셋증권, 키움증권"
총보수(%),0.15
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 외국 채권 및 채권관련 집합투자증권을 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, ICE Data Indices, LLC에서 산출·발표하는 “ICE U.S. Treasury 20+ Year Bond Index(원화환산)”를 비교지수로 하여 비교지수대비 초과성과를 목표로 운용함을 목적으로 합니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격 상승에 의한 자본이득이 발생하고 이자율이 상승하면 채권가격 하락에 의한 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하고 중도에 매도하는 경우에는 시장상황에 따라 손실이 발생할 수 있습니다. 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다."
