항목,내용
한글명,TIGER 200커버드콜OTM
영문명,TIGER 200 COVERED CALL OTM
표준코드,KR7166400002
종목코드,166400
상장일,2012-10-25
펀드형태,수익증권형
기초지수명,코스피 200 커버드콜 5% OTM 지수(PR 지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"리딩투자증권, 미래에셋증권, 현대증권"
총보수(%),0.38
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (구조화) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 “KOSPI200 커버드콜 지수”의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI200 커버드콜 지수는 KOSPI200을 복제하는 주식 포트폴리오를 매수하면서, 동시에 행사가격이 현재 주가수준보다 높은 콜옵션을 지속적으로 매도하여 콜옵션 프리미엄을 꾸준히 확보하는 전략을 활용해 주가하락위험을 부분적으로 방어하면서 추가수익을 추구합니다. ※ 커버드콜(Covered Call)전략이란? 주식현물 포트폴리오를 구성하고, 동시에 동일한 규모의 콜옵션을 지속적으로 매도하는 전략입니다. 주식시장이 급등하는 경우 콜옵션 매도에 따른 손실로 수익이 한정되지만, 주식시장이 하락하거나 완만하게 상승하는 경우 콜옵션 매도에 따른 프리미엄을 확보하게 되어 시장수익률 상회를 기대할 수 있습니다.  ▶ 주가급등시: 현물 포트폴리오 보유 부분에서 큰 폭의 수익이 발생하나, 콜옵션 매도 부분의 손실로 인하여 투자신탁 전체의 수익률은 일정수준으로 제한됩니다.  ▶ 주가가 완만히 상승하거나 횡보하는 경우: 주가 상승에 따른 수익 이외에 콥옵션 매도시 얻는 콜옵션 프리미엄만큼 수익을 추가적으로 확보할 수 있습니다. ▶ 주가 하락시: 현물 포트폴리오 보유 부분에서 손실이 발생하지만, 콜옵션 매도시 얻는 콜옵션 프리미엄만큼 수익을 회복할 수 있습니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제방법을 선호하며, 실제로 완전복제방법으로 포트폴리오를 구성할 예정이나, 기초지수에 포함되어 있는 주식중 부도 가능성, 유동성 등을 감안하여 투자대상 종목군을 구성하고 투자대상 종목군 중에서 추적오차 등을 감안하여 표본추출(Sampling) 방식으로도 투자할 수도 있습니다."
투자유의사항,"기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 펀드재산으로 보유하고 있는 자산에서 발생하는 현금배당, 지수 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
