항목,내용
한글명,RISE 미국30년국채커버드콜(합성)
영문명,RISE US T-Bond 30Y Covered Call
표준코드,KR7472830009
종목코드,472830
상장일,2023-12-14
펀드형태,수익증권형
기초지수명,Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index(TR)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"NH투자증권, 미래에셋증권, 메리츠증권, 키움증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"- 매월의 마지막 영업일 및 회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 Bloomberg Index Services Limited가 산출 및 발표하는 “Bloomberg U.S. Treasury 20+ Year (TLT) 2% OTM Covered Call Index”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. 하도록 투자신탁재산을 운용 하는 것을 목적으로 합니다.  기초지수 추종을 위한 장외파생상품 거래는 자금비공여형(Unfunded Swap) 구조로 거래상대방으로부터 기초지수 수익률을 수취하기 위하여 원금의 교환 없이 일정 수준의 조달비용을 지급하며, 스왑계약의 조달비용 확보 및 담보제공을 위하여 투자신탁재산을 국내채권, 어음 및 유동성 자산 등 에 투자할 예정입니다.  ETF의 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
