항목,내용
한글명,KODEX WTI원유선물(H)
영문명,KODEX WTIOILF(H)
표준코드,KR7261220008
종목코드,261220
상장일,2016-12-27
펀드형태,수익증권형
기초지수명,S&P GSCI Crude Oil Index ER
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"유진투자증권(주), 하이투자증권(주), 신한금융투자(주)"
총보수(%),0.31
회계기간,매년 1월 1일부터 12월 31일까지(최초 회계기간: 최초설정일로부터 해당년도 12월 31일까지)
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일. 다만 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (에너지) / (-) (원유) / (-)
기본 정보,"이 투자신탁은 S&P GSCI Crude Oil Index Excess Return Index (이하“기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"원유 현물 가격(최근월물 선물가격)과의 괴리 위험  이 투자신탁은 원유 선물 가격을 기초로 하는 S&P GSCI CRUDE OIL INDEX ER 지수를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 함으로 원유 현물 가격(최근월물 선물가격)과 지수를 구성하는 원유 선물 가격과의 괴리 및 롤링효과(Rolling Effect) 등 투자신탁 운용의 다양한 요인으로 인해 원유 현물 가격(최근월물 선물가격)과 괴리가 발생할 수 있습니다.  롤오버(Roll-over)위험  이 투자신탁의 기초지수는 원유선물의 롤링효과(Rolling Effect)가 감안되는 Excess Return 지수이며 Excess Return 은 투자신탁 성과에 영향을 주게 됩니다. 따라서, 실제운용환경 및 각 시장환경에 따라 초과적인 비용(Rolling Cost)이 발생할 수 있으며 단기적으로 급격한 신탁재산 가치변동을 초래할 수 있습니다. 그리고, 선물시장에서 원월물의 가격이 최근월물보다 가격이 높은 Contango상황이 지속될 경우 Rolling Effect는 지속적으로 (-)의 손실을 발생시킬 수 있고 시장 국면이 지속적으로 변경되는 국면에서는 손실폭이 커질 수도 있습니다. 극단적으로는 현물가격은 상승하였으나, 파생상품의 성과는 손실이 발생할 수도 있고, 반대로 현물가격은 하락하였으나 파생상품의 성과는 이익이 발생하는 상반된 손익을 실현할 수도 있습니다. 그러나, 이러한 Rolling Effect는 사전적으로 결정되지 않으며 선물시장 월물별 가격 곡선(Curve)가 높은 변동성을 보임에 따라 사후적으로 결정되는 경향이 높습니다.  실물자산 고유의 위험  이 투자신탁이 주로 투자하는 실물자산의 경우 주식이나 채권과는 달리 실물자산 고유의 경제 환경에 영향을 받습니다. 예를 들어 농산물의 경우에는 경작지와 기후, 대체 작물의 재배 등으로 인해 영향을 받을 수 있으며 에너지의 경우 대체 에너지의 개발, 거시경제의 환경 변화에 즉각적으로 영향을 받습니다. 금속 및 귀금속의 경우에는 실물 자산의 환경과 경제 환경, 단기적인 소비량 및 생산량의 변동에 따라 영향을 받을 수 있습니다. 실물 자산의 경우 금융자산과 달리 더 많은 경제 환경, 정치적인 상황, 기후 등의 영향을 받으므로 일반적으로 금융자산보다 더 높은 수준의 위험을 부담할 수 있습니다."
