항목,내용
한글명,ACE 미국달러SOFR금리(합성)
영문명,ACE USD SOFR(Synth)
표준코드,KR7456880004
종목코드,456880
상장일,2023-04-25
펀드형태,수익증권형
기초지수명,Solactive SOFR Daily Total Return Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"신한투자증권, 키움증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁의 회계기간 종료일. 단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일"
홈페이지,http://www.aceetf.co.kr
http://www.aceetf.co.kr,http://www.aceetf.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 Solactive AG가 발표하는 “Solactive SOFR Daily Total Return Index”를 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. 이를 위하여 “Solactive SOFR Daily Total Return Index“의 일간 수익률의 양(+)의 1배 성과를 제공하는 장외파생상품에 주로 투자합니다. · Solactive AG가 발표하는 “Solactive SOFR Daily Total Return Index”는 미국 뉴욕 연방준비은행이 고시하는 SOFR(Secured Overnight Financing Rate) 금리로 구성된 지수이며, 일일 고시되는 SOFR 금리의 일간 누적 수익률을 추종합니다."
투자유의사항,· 이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
