항목,내용
한글명,히어로즈 25-09 회사채(AA-이상)액티브
영문명,HEROES 25-09 Term Corporate Bond Active
표준코드,KR7489870006
종목코드,489870
상장일,2024-09-24
펀드형태,수익증권형
기초지수명,KIS 2509 만기형 크레딧 종합채권 지수(AA-이상) (총수익 지수)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"미래에셋증권, KB증권, 신한투자증권, 메리츠증권, 키움증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지이며 신탁계약 해지시에는 투자신탁 회계기간 초일부터 신탁계약의 해지일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,www.kosef.co.kr
www.kosef.co.kr,www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (회사채) / (-) (단기) / (-)
기본 정보,"1. 이 투자신탁은 국내채권을 주된 투자대상으로 하며,“KIS 2509 만기형 크레딧 종합채권지수(AA-이상)(총수익지수)”를 비교지수로 하여 1좌당 순자산가치의 변동률이 비교지수의 변화를 초과하도록 운용하는 것을 목적으로 합니다. 2. 이 투자신탁은 상장지수펀드로서 투자목적 달성을 위해 국내 채권에 투자신탁재산의 60% 이상 투자하며, 주로 신용등급 AA- 이상의 특수채, 은행채, 기타금융채, 회사채 등에 투자할 계획입니다. 3. 이 투자신탁은 2025년 9월 30일까지를 존속기한으로 하여 운용하는 만기채권형이며, 이 투자신탁의 운용목표 달성을 위하여 비교지수 구성종목을 참고하여 부분복제방식으로 포트폴리오를 구성하여 비교지수의 YTM(만기수익률), 듀레이션 등과 유사한 수준으로 운용할입니다. 3.이 투자신탁은 비교지수 대비 초과성과 달성을 위하여 듀레이션전략, 환매조건부(Repo) 매도전략 등을 활용할 예정이며, 비교지수 이외의 구성종목과 파생상품 등에도 일부 투자할 수 있습니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 3. 이 투자신탁은 존속기간(만기)가 사전에 결정되어 운용되는 투자신탁입니다. 예상 만기 기대수익률은 설명을 위한 것일 뿐 특정투자 결과를 나타내는 것은 아니며, 투자자의 투자시점에 따라 만기 기대수익률이 상이할 수 있으며, 만기와 편입한 채권의 만기가 다른 미스매칭에 따라, ETF의 만기 전 만기가 도래하는 편입 채권에 대해 현금 자산등으로 운용될 수 있습니다. 따라서 투자시점에 공시되는 만기 기대수익률과 ETF 만기까지의 실현 수익률에는 차이가 발생할 수 있습니다."
