항목,내용
한글명,SOL 미국배당다우존스
영문명,SOL US Dividend Equity
표준코드,KR7446720005
종목코드,446720
상장일,2022-11-15
펀드형태,수익증권형
기초지수명,Dow Jones U.S. Dividend 100 Price Return Index
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"KB증권, NH투자증권, 삼성증권, 신한투자증권, 키움증권"
총보수(%),0.01
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 해당ETF의 기초지수는 S&P Dow Jones Indices가 산출하는‘Dow Jones U.S. Dividend 100 Index(Price Return)’(이하 ‘기초지수’)로 미국 주식 중 일관된 배당금 지급을 하고 있는 펀더멘털이 강한 대표 종목 100개에 분산 투자하는 전략의 지수를 추종하는 패시브 ETF상품입니다. 해당 기초지수는 연평균 약 3% 이상의 배당수익률과 안정적인 기업들의 주가 흐름을 바탕으로 미국의 배당 지수 중 가장 돋보이는 성과를 과거 흐름에서 보여주는 지수입니다. 최소 10년의 기간동안 연속적으로 배당을 지급했던 기업들 중 현금흐름, ROE (자기자본수익률), 배당수익률과 5년 배당성장률을 기준으로 상위 100개 종목을 선별합니다. 최근 불확실성이 높아진 매크로 환경에도 불구, 안정적인 성과와 합리적인 배당 수익률을 바탕으로 미국 상장 주식형 ETF중 5번째로 큰 금액의 자금 유입(연초 이후)을 기록하고 있는 Schwab U.S. Dividend Equity ETF (SCHD)와 동일한 기초지수를 사용하고 있습니다. 최근 인컴에 대한 투자자들의 관심이 증대하고 있으며, 특히, 월지급식 ETF에 대한 수요가 확대되고 있어, 미국의 안정적인 배당 지급 주식 종목을 기반으로 한 월배당 ETF의 출시를 통해 이러한 수요를 충족시키는 것을 목적으로 매월 분배금을 지급하는 월배당 ETF로 국내 투자자들의 인검 투자 수단의 다양성에 활용할 수 있을 것을 기대합니다. 해당 ETF의 설정단위는 100,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
