항목,내용
한글명,HANARO Fn K-뉴딜디지털플러스
영문명,HANARO Fn K-NewDeal Digital Plus
표준코드,KR7368190005
종목코드,368190
상장일,2020-11-10
펀드형태,수익증권형
기초지수명,FnGuide K-뉴딜 디지털 플러스 지수
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"NH투자증권, KB증권, 키움증권, 메리츠증권, 미래에셋대우, 신한금융투자"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1, 4, 7, 10월 마지막 영업일 및 회계기간종료일"
홈페이지,http://www.nh-amundi.com
http://www.nh-amundi.com,http://www.nh-amundi.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 ETF는 국내 주식을 주된 투자대상자산으로 하며, FnGuide K-뉴딜 디지털 플러스 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다. FnGuide가 산출, 발표하는 FnGuide K-뉴딜 디지털 플러스 지수는 코스피/코스닥 상장 종목 중 (1) BBIG [배터리, 바이오, 인터넷, 게임] FICS 섹터에서 우량한 종목을 선별하여 (2) 섹터별 5종목으로 최대 20종목을 지수에 편입하는 유동시가총액 가중 지수입니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.nh-amundi.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다. 이 투자신탁은 정부에서 추진하는 뉴딜정책과 관련된 종목에 투자하여 수익을 추구하나 이러한 전략이 반드시 성공한다는 보장은 없으며 이 투자신탁 재산의 가치하락을 초래할 수 있습니다. 또한 정부에서 추진하는 뉴딜정책 관련 종목, 업종, 산업군과 이 투자신탁에서 투자하는 종목, 업종, 산업군은 차이가 있을 수 있습니다. 따라서 뉴딜정책의 성공과 이투자신탁의 성과와는 무관할 수 있습니다. 이 투자신탁은 정부에서 추진하는 뉴딜 정책에 따른 세제 지원 등의 혜택 대상이 아니기에 뉴딜 정책의 직접혜택을 받는 뉴딜펀드가 아닙니다. 또한 이 투자신탁의 기초지수 구성종목에는 정부의 뉴딜정책과 직접적으로 관련이 없는 기업이 포함될 수 있습니다."
