항목,내용
한글명,TIGER 모멘텀
영문명,TIGER MOMENTUM
표준코드,KR7147970008
종목코드,147970
상장일,2011-10-26
펀드형태,수익증권형
기초지수명,FnGuide 모멘텀 지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),미래에셋증권(주)
총보수(%),0.23
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (성장) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 에프앤가이드 모멘텀 지수(FnGuide Momentum Index)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다.  FnGuide가 산출하는 에프앤가이드 모멘텀 지수는 유가증권시장에 상장된 시가총액 상위 500위이내/20일평균거래대금 10억원이상/상장이후 13개월 지난 종목 중에서, Price Momentum / Earnings Revision / Volume Momentum이 높은 종목으로 최종구성종목을 선정하며 동일가중방식으로 산출됩니다.  - Price Momentum : 최근 1개월을 제외한 최근 12개월 수익률  - Earnings Revision : 애널리스트 EPS 추정 상향 개수를 사용(최근 3개월 EPS 추정치와 최근 1개월 EPS 추정치의 단순 평균)  - Volume Momentum : 20일 평균거래대금 대비 5일 평균거래대금 증가율 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 합니다."
투자유의사항,"기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 펀드재산으로 보유하고 있는 자산에서 발생하는 현금배당, 지수, 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 특히 이 투자신탁의 기초지수는 투자전략의 특성상 구성종목을 빈번하게 조정합니다. 따라서 이 투자신탁은 필연적으로 주식매매 빈도가 높게 나타나며 빈번한 주식매매는 높은 비용부담의 원인으로 작용합니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
