항목,내용
한글명,히어로즈 머니마켓액티브
영문명,HEROES Money Market Active
표준코드,KR7476450002
종목코드,476450
상장일,2024-02-29
펀드형태,수익증권형
기초지수명,KIS-키움 MMF지수(총수익지수)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋증권, 신한증권, NH투자증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"1. 이 투자신탁은 국내 채권을 주된 투자대상으로 하며, KIS자산평가에서 산출 및 발표하는 “KIS-키움 MMF지수(총수익지수) ”를 비교지로 하는 액티브상장지수집합투자기구로, ETF 순자산가치의 변화가 비교지수의 변화를 초과하도록 투자신탁재산을 운용함을 목적으로 합니다. 2. 이 투자신탁은 주로 잔존만기가 3개월 이하의 초단기 채권, CD, CP, 단기사채 등을 중심으로 포트폴리오를 구성할 예정이며, 단기금융시장 수준의 안정성과 유동성을 추구하면서 만기 및 섹터별 비중을 시장 상황에 부합하여 적절히 조절하면서 운용할 계획입니다. 3. 이 투자신탁은 액티브 상장지수펀드로서 액티브 채권운용을 통한 초과성과를 추가로 제공하는 것을 목표로 하며, 투자목적 달성을 위하여 듀레이션 전략, 크레딧 전략 등의 채권 액티브 전략 등을 활용할 예정입니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
