항목,내용
한글명,TIGER 미국나스닥100TR채권혼합Fn
영문명,TIGER Nasdap100 TR Balanced
표준코드,KR7435420005
종목코드,435420
상장일,2022-07-06
펀드형태,수익증권형
기초지수명,FnGuide 나스닥100 채권혼합 지수(총수익 지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠증권, 유진투자증권, 한국투자증권, 미래에셋증권, 키움증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해 연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내&해외) (-) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"- 이 ETF는 국내 채권 및 채권관련 집합투자증권을 주된 투자대상자산으로 하며, “FnGuide 나스닥100채권혼합 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “FnGuide 나스닥100채권혼합 지수(총수익 지수)”는 Nasdaq이 발표하는 ""NASDAQ 100 지수(총수익 지수)"" 및 채권 지수인 “KIS 국채 3-10년(총수익 지수) 지수”의 비중을 정기변경일에 3:7로 조정하여 산출합니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
