항목,내용
한글명,마이티 코스피100
영문명,Mighty KOSPI100
표준코드,KR7159800002
종목코드,159800
상장일,2012-07-05
펀드형태,수익증권형
기초지수명,코스피 100
추적배수,일반 (1)
자산운용사,디비자산운용(주)
지정참가회사(AP),"대우증권(주), 동부증권(주), 미래에셋증권(주), 우리투자증권(주), 유진투자증권(주), 케이티비증권(주), 키움증권(주), 하이투자증권(주), 한국투자증권(주), 현대증권(주), KB투자증권(주), SK증권(주)"
총보수(%),0.39
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.dongbuam.kr
http://www.dongbuam.kr,http://www.dongbuam.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KOSPI100 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI100지수는 한국거래소에서 발표하는 지수로서 KOSPI200 구성종목 중 산업군 구분 없이 유동시가 총액이 큰 상위 100개 종목으로 구성되며, 2000년 1월 4일을 1000p로 하여 2000년 3월 2일부터 산출, 발표되고 있습니다. KOSPI 100은 유가증권시장에서 시가총액이 매우 큰 우량종목만으로 구성됨에 따라 경기후퇴 시 부도발생 등에 따른 종목교체가 거의 발생하지 않아 지수의 신뢰성과 연속성에 있어 큰 장점을 갖고 있습니다. 이 투자신탁은 기초지수인 기초지수인 KOSPI 100지수의 구성종목 모두를 편입하는 완전복제법으로 구성하는 것을 기본원칙으로 하되, 구성종목 중에서 부도발생 등의 문제가 있을 경우에는 해당 종목에 대한 투자비율을 조절하거나 투자하지 아니할 수도 있습니다. 또한, 기초지수의 구성종목에 변경이 있을 경우에는 시장충격을 줄여주기 위하여 지수에 포함되지 않은 종목에 투자할 수도 있습니다. 집합투자업자는 투자신탁의 추적오차율의 최소화 등을 위하여 투자신탁분배금을 지급할 수 있으며, 지급기준일로부터 제3영업일까지 투자신탁 분배금 지급에 대한 구체적인 사항을 한국거래소에 공시합니다."
투자유의사항,"마이티K100 ETF는 기초지수와 유사한 수익률 실현을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용(지수사용료, 상장수수료 등)의 지출 등 현실적 제한으로 인하여 추적오차가 발생할 수 있습니다. 또한 보유 주식에서 발생하는 현금배당, 기초지수 구성종목의 교체나 비율 변경, 신탁 재산내 구성종목 중 부도가 발생하는 경우는 추적오차 발생의 다양한 원인이 됩니다.관련규정에서 정하는 한도를 초과하여 이 투자신탁에 추적오차가 발생하고 동 추적오차가 일정기간 이상 지속되는 경우, 지수 산정을 할 수 없는 경우, 기타 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 상장폐지가 필요하다고 인정하는 경우 상장폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(www.dongbuam.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
