항목,내용
한글명,ACE 삼성그룹동일가중
영문명,ACE Samsung Group EW
표준코드,KR7131890006
종목코드,131890
상장일,2010-09-17
펀드형태,수익증권형
기초지수명,MKF SAMs EW Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 하이투자증권, KB투자증권, 유진투자증권"
총보수(%),0.15
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (기업그룹) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 MKF SAMs EW(Equal Weighted) 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. FnGuide가 산출하는 MKF SAMs EW 지수는 정기변경일 기준으로 상호출자제한기업집단으로 지정된 삼성그룹에 소속된 계열회사로 장기적으로 재무안정성이 좋고 신용위험이 낮은 종목을 구성종목으로 선정합니다. 지수의 산출은 정기변경 시점에 구성종목의 편입비중이 동일 비중이 되도록하는 동일가중(Equal Weight) 방식을 채용하고 있습니다. MKF SAMs EW 지수는 매월 첫 영업일에 정기변경을 실시합니다. 다만, 지수구성종목 중에서 상장폐지, 관리종목 지정, 피흡수, 합병 등의 사유로 구성종목으로서 부적당하다고 인정되는 경우 수시로 변경될 수 있습니다. 이 투자신탁은 기초지수인 MKF SAMs EW 지수를 구성하고 있는 종목에 대부분을 투자하는 것을 원칙으로 합니다. 다만, 자산운용회사가 추적오차의 최소화, 시장충격, 매매정지 등의 사유로 필요하다고 판단하는 경우, 해당 지수구성종목의 개별주식선물, 주가지수선물 등의 파생상품에 투자할 수도 있으며, 신규 편입 예정종목에도 투자할 수 있습니다. 지수에 대한 자세한 내용은 에프엔가이드 지수소개 홈페이지(http://www.fnindex.co.kr)를 통해 확인하시기 바랍니다."
투자유의사항,"이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인 MKF SAMs EW 지수의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 다양한 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
