항목,내용
한글명,ACE 일본TOPIX레버리지(H)
영문명,ACE Japan Leverage(H)
표준코드,KR7196030001
종목코드,196030
상장일,2014-06-16
펀드형태,수익증권형
기초지수명,TOPIX Leveraged Index
추적배수,2X 레버리지 (2)
자산운용사,한국투자신탁운용
지정참가회사(AP),"대신증권(주), 대우증권(주), 하이투자증권(주), 한국투자증권(주)"
총보수(%),0.5
회계기간,매년 1월1일부터 12월31일 까지(단 최초 회계기간은 투자신탁의 최초설정일부터 2014년 12월31일까지)
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com/
http://www.kindexetf.com/,http://www.kindexetf.com/
기초 시장,(해외) (아시아) (일본)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 TOPIX 지수의 일간변동률의 양의 두 배와 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 동경증권거래소가 산출하는 일본 TOPIX지수는 동경증권거래소 1부에 상장되어있는 전 종목을 대상으로 산출한 지수입니다. 주된 투자대상 자산으로 TOPIX를 기초로 하는 ETF와 TOPIX 주가지수선물을 혼용하여 운용합니다. 본 ETF는 해외투자에 따른 환헤지 전략을 수행하고 있습니다. 그러나 환헷지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다."
투자유의사항,"해외 특정 국가(일본)의 지분증권인 주권 또는 증서 및 증권예탁증권에 주로 투자하기 때문에 특정국가(일본)의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있습니다. 해외 지수를 기초지수로 하는 증권상장지수투자신탁은 한국거래소와 해외 증권거래소의 영업일이 일치하지 않을 경우 결제기간의 차이로 인해 차익거래가 불가능합니다. 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 레버리지 ETF의 1좌당 순자산가치는 기초지수인 TOPIX 일간변동률의 2배로 연동되도록 포트폴리오를 구성하여 운용되기 때문에 2일 이상의 기간수익률에는 일별수익률의 복리화 효과(Compounding effect on a daily basis)의 결과로 기초지수의 2배 수익률과 레버리지 ETF의 누적수익률간 불일치가 발생합니다. TOPIX지수가 지속적으로 하락할 경우 지수보다 더 큰 손실을 볼 수 있고, TOPIX지수가 큰 변동성을 보이면서 움직이는 경우 기초지수의 성과조차도 추적하지 못할 위험이 있습니다. 레버리지 ETF는 가격 상하한폭이 30%를 적용받고 있으며, 투자대상자산으로 장외파생상품이 이용될 경우, 거래상대방의 부도 등으로 인한 Default Risk에 노출될 수 있으므로 투자 시 유의하시기 바랍니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
