항목,내용
한글명,1Q 코리아밸류업
영문명,1Q Korea Value-up
표준코드,KR7495330003
종목코드,495330
상장일,2024-11-04
펀드형태,수익증권형
기초지수명,코리아 밸류업 지수
추적배수,일반 (1)
자산운용사,하나자산운용(주)
지정참가회사(AP),"IM증권, NH투자증권, 하나증권, 현대차증권"
총보수(%),0.02
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"매월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.1qetf.com
http://www.1qetf.com,http://www.1qetf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 코리아 밸류업 지수를 기초지수로 하여 투자신탁의 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 투자목적으로 합니다. · 코리아 밸류업 지수는 시총, 거래대금 등 규모 요건 이외에 수익성, 주주환원, 시장평가, 자본효율성 등 다양한 질적요건을 충족하는 대표기업 100개로 구성됩니다."
투자유의사항,"· 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다.  · 이 투자신탁에서 주로 편입하는 자산은 상장되어 거래되는 주식으로 충분한 유동성을 확보하고 있으며 상황에 따라 펀드의 현금 관리를 위해 투자할 수 있는 집합투자증권도 충분한 유동성을 가지고 있습니다. 다만 일부 주식이나 집합투자증권의 경우 경제현황 및 전망, 천재지변, 낮은 시가총액, 시장의 관심 부재 등의 이유로 간혹 거래량이 풍부하지 못할 가능성이 있습니다. 이러할 경우 유동성 부족으로 인해 거래에 제약이 발생하거나 원하는 가격에 거래가 이뤄지지 않을 가능성이 있습니다 · 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.1qetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
