항목,내용
한글명,ACE 일본반도체
영문명,ACE Japan Semiconductor
표준코드,KR7469160006
종목코드,469160
상장일,2023-10-17
펀드형태,수익증권형
기초지수명,Bloomberg Japan Semiconductor Select Top 25 Index(Price Return)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"메리츠증권, 한국투자증권, 키움증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.aceetf.co.kr
http://www.aceetf.co.kr,http://www.aceetf.co.kr
기초 시장,(해외) (아시아) (일본)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"· 이 투자신탁은 Bloomberg Index Services Limited가 발표하는 “Bloomberg Japan Semiconductor Select Top 25 Index (Price Return) (원화환산)”을 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. · Bloomberg Index Services Limited가 발표하는 “Bloomberg Japan Semiconductor Select Top 25 Index”는 일본 도쿄증권거래소 상장된 반도체 기업의 시가총액과 반도체 매출 비중을 고려한 상위 25개 종목으로 구성된 지수입니다. 25개 종목은 동일가중 방식으로 구성되며, 연 2회 3월과 9월 두 번째 수요일 리밸런싱을 진행합니다."
투자유의사항,"· 이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. · 이 투자신탁은 Bloomberg Japan Semiconductor Select Top 25 Index와 관련한 한정된 외국 주식에 주로 투자하기 때문에 해당 테마 관련 시장상황 등에 따른 위험에 더 많이 노출되어 있습니다. · 이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인“Bloomberg Global Select Industry Leaders TOP10 Index”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
