항목,내용
한글명,ACE 미국하이일드액티브(H)
영문명,ACE US High Yield Active(H)
표준코드,KR7455660001
종목코드,455660
상장일,2023-04-18
펀드형태,수익증권형
기초지수명,Markit iBoxx USD Liquid High Yield Total Return Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 키움증권"
총보수(%),0.24
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일. 단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일"
홈페이지,http://www.aceetf.co.kr
http://www.aceetf.co.kr,http://www.aceetf.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (회사채) / (-) (중기) / (-)
기본 정보,"· 이 투자신탁은 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 Active ETF이며, 비교지수인 Markit iBoxx USD Liquid High Yield Total Return Index 대비 초과성과 달성을 목표로 합니다. · 본 투자신탁은 비교지수 성과를 초과하기 위하여 미국 거래소에 상장된 미국달러(USD) 표시 하이일드 채권관련 집합투자증권 등에 주로 투자합니다. · 본 투자신탁은 주로 글로벌 투기등급(투자부적격, BB+ 이하) 채권에 투자하므로 투자적격 채권만 투자하는 펀드에 비해 금리, 신용위험 및 유동성위험 등이 수반되며 이로 인해 더 큰 자산가치의 변동성을 나타낼 수 있음에 유의해야 합니다. · 본 투자신탁은 환헤지형 상품으로, 상대국의 환율 변동 노출을 최소화하는 환헷지 전략을 실시합니다."
투자유의사항,"· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 “Markit iBoxx USD Liquid High Yield Total Return Index”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 “Markit iBoxx USD Liquid High Yield Total Return Index”와 다른 성과가 실현될 수 있습니다. · 이 투자신탁은 해외 특정국가(미국)의 달러표시 채권에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외 시장 전체에 투자하는 글로벌 투자형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
