항목,내용
한글명,TIGER 미국나스닥100ETF선물
영문명,TIGER NASDAQ 100 ETF Futures
표준코드,KR7483240008
종목코드,483240
상장일,2024-11-19
펀드형태,수익증권형
기초지수명,KRX 나스닥 100 ETF 선물지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래, 키움, 메리츠, 한국, 삼성, KB"
총보수(%),0.0098
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일 및 회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.tigeretf.com
www.tigeretf.com,www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 이 투자신탁은 주식(주식 관련 집합투자증권 포함)을 기초자산으로 하여 파생상품시장에서 거래되는 장내파생상품을 주된 투자대상자산으로 합니다. KRX에서 발표하는 “KRX 나스닥100 ETF 선물지수”를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 기초지수 구성종목에 주로 투자합니다. - “KRX 나스닥100 ETF 선물지수”는 TIGER 나스닥100 ETF 선물시장에 상장된 최근월종목의 수익률을 추종하는 지수이며, 최근월종목의 최종거래일에는 차근월종목의 가격을 반영하여 산출합니다. 이 ETF는 기초자산의 구성종목이 외화자산으로 구성되어 있음에도 불구하고 환헤지를 하지 않으므로 기초지수의 원화환산 수익률에 연동하게 됩니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 이 투자신탁은 1좌당 순자산가치의 변동률이 기초지수 변동률과 연동하는 것을 목적으로 하며 그 목적을 달성하기 위하여 선물의 매수 등 파생상품을 활용합니다. 선물 또는 옵션 등 파생상품은 현물과 달리 만기가 있기 때문에 차기선물 또는 옵션으로 재투자를 해야 하며 재투자 가격이 만기일의 만기 상환금액과 일치하지 않을 위험(롤오버 위험)이 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
