항목,내용
한글명,ACE 미국빅테크TOP7 Plus인버스(합성)
영문명,ACE US Big Tech 7 Plus Inverse(Synth)
표준코드,KR7465620003
종목코드,465620
상장일,2023-09-12
펀드형태,수익증권형
기초지수명,Solactive US Big Tech Top 7 Plus -1X Inverse Index
추적배수,1X 인버스 (-1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 키움증권"
총보수(%),0.6
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.aceetf.co.kr
www.aceetf.co.kr,www.aceetf.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,· 이 투자신탁은 Solactive AG가 발표하는 “Solactive US Big Tech Top 7 Plus Price Return Index(원화환산)”의 일간수익률의 음(-)의 1배수에 연동하여 운용하는 것을 목표로 이 투자신탁 수익증권 1좌당 순자산가치의 변동률을 지수의 일간변동률의 음(-)의 1배수와 유사하도록 투자신탁재산을 운용함을 그 목적으로 합니다. 이를 위하여 “Solactive US Big Tech Top 7 Plus Price Return Index(원화환산)”의 일간수익률 음(-)의 1배 성과를 제공하는 장외파생상품에 주로 투자합니다.
투자유의사항,· 이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. · 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
