항목,내용
한글명,SOL 미국30년국채액티브(H)
영문명,Shinhan SOL US TB 30Y Active(H)
표준코드,KR7461600009
종목코드,461600
상장일,2023-07-11
펀드형태,수익증권형
기초지수명,KAP 미국채 20Y+ 지수(시장가격)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"미래에셋증권, 메리츠증권, 신한투자증권, 유진투자증권, 키움증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 KAP(한국자산평가)가 산출하는 ‘KAP 미국채 20Y+ 지수(시장가격)’를 비교지수로 하여 투자신탁 순자산가치의 변화를 비교지수 대비 초과하는 것을 목표로 하는 미국 장기국채에 투자하는 채권형 액티브 상품입니다. 비교지수는 미국의 국채 20년이상 장기채권을 종합적으로 구성하는 KAP 미국채 20Y+ 지수(시장가격)입니다. 해당 ETF는 외화 (미국달러)자산 노출 부분에 대하여 환율 변동성 헤지를 추구하는 환헤지 상품입니다. 해당 상품은 기관투자가와 개인의 자산배분을 위하여 미국 장기 채권의 포지션을 제공하기 위해 만든 상품으로 계좌개설 및 매매 등의 어려움으로 미국 국채를 직접 투자 할 수 없는 투자자에게 투자 방안을 제공할 수 있을 것으로 예상합니다. 또한 미국 국채를 직접 매매하여 투자하는 경우 소액으로 할 수 없으나, 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있기 때문에 소액투자의 효율성을 제공할 수 있습니다. 이에, 해당 상품은 액티브채권형 ETF 라인업 확대 기여와 투자자가 필요로 하는 니즈를 충족할 수 있을 것으로 예상합니다. 기존 패시브 채권형 ETF와 달리 종목선택전략 및 듀레이션 전략 등을 활용하여 비교지수 대비 초과성과를 추구하여 추가적인 알파 수익을 추구할 계획입니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전액이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 또한, 이 투자신탁은 예금자보호법의 적용을 받는 은행예금과 달리 은행 등에서 매입한 경우에도 예금자보호를 받지 못합니다. 이 투자신탁은 액티브상장지수 펀드로서 비교지수 대비 초과 수익을 달성하기 위하여 채권의 이자수익 이외에 종목선택 전략, 듀레이션 전략 등을 사용하여 적극적인 운용을 할 계획입니다. 이에 따라 비교지수의 구성은 미국 장기 국채만으로 구성되어 있으나, 비교지수 대비 초과 수익을 달성하기 위하여 비교지수와 관련된 ETP (레버리지 ETF 포함), 선물 등 다양한 자산으로 포트폴리오를 구성할 예정입니다. 따라서 이 투자신탁의 포트폴리오는 시장상황에 따라 변동성이 클 수 있으며 이에 따른 운용전략은 항상 비교지수 대비 초과성과를 담보하는 것은 아니며, 시장상황에 따라 비교지수 대비 낮은 성과를 시현할 수도 있습니다. 이 투자신탁은 미국채권 및 관련 ETF를 주된 투자대상으로 비교지수 대비 초과성과를 추구합니다. 즉, 이 집합투자기구는 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 추적오차가 더 크게 발생할 수 있습니다. 다만, 유가증권시장 상장규정에 따라 ETF의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간 변동률의 상관계수를 일정 수준 이상으로 관리할 예정입니다. 이 투자신탁은 기초자산에서 발생하는 배당재원(주식배당, 이자소득, 기타수익 등)등의 범위 내에서 매월 분배금을 수익자에게 지급함을 목적으로 운용되는 펀드입니다. 다만, 상장 초기의 경우 보유 증권의 배당권리 부재로 월분배 불가능 가능성이 존재하며, 이후 배당재원이 부족할 경우 배당금이 줄거나 지급되지 않을 수 있으며 지급 방식이 변동될 수 있습니다. 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 이 투자신탁은 1좌당 순자산가치의 일간 변동률과 기초지수의 일간 변동률이 유사하도록 추종하는 것을 그 목적으로 하는 기존의 상장지수펀드(이하”ETF”라 한다)와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 액티브ETF입니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당매니저의 재량으로 운용되는 투자신탁이며 지수의 성과와 다른 성과가 실현될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.soletf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
