항목,내용
한글명,TIGER 미국테크TOP10채권혼합
영문명,TIGER US Tech Top10 Balanced
표준코드,KR7472170000
종목코드,472170
상장일,2023-12-05
펀드형태,수익증권형
기초지수명,FnGuide 미국테크TOP10 채권혼합지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 한국투자증권, 메리츠증권, 키움증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내&해외) (-) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"- 이 ETF는 채권 및 채권관련 집합투자증권을 주된 투자대상자산으로 하며, “FnGuide 미국테크TOP10채권혼합 지수”의 수익률 추종을 목적으로 하는 ETF입니다. - “FnGuide 미국테크TOP10채권혼합 지수”는 FnGuide에서 산출 및 발표하는 지수로 Indxx가 발표하는 ""Indxx US Tech Top10 지수"" 및 채권 지수인 “KIS 국채 3-10 년(총수익 지수) 지수”의 비중을 정기변경일에 4:6으로 조정하여 산출합니다. Indxx US Tech Top10 지수는 미국 나스닥 상장 주식 중 미국의 금융데이터 기업인 FactSet Industry 기준으로'Tech-Oriented' 기업이 속하는 섹터를 선별한 뒤 시가총액 상위 10개 종목으로 구성한 지수이며 KIS 국채 3-10년(총수익) 지수는 국채 3년 선물 바스켓과 국채 10년 선물 바스켓을 1:1 비중으로 구성한 채권 지수입니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
