항목,내용
한글명,KODEX 대만테크고배당다우존스
영문명,KODEX Taiwan Tech High Dividend DowJones
표준코드,KR7487950008
종목코드,487950
상장일,2024-07-23
펀드형태,수익증권형
기초지수명,Dow Jones Taiwan Technology Dividend 30 Index(TWD)(PR)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"키움, 메리츠, 삼성, 미래, 한국투자, 한국에스지, 하나"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(해외) (아시아) (대만)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"이 투자신탁은 S&P Dow Jones Indices에서 발표하는 Dow Jones Taiwan Technology Dividend 30 Index (TWD) (Price Return)를 기초지수로 하여 1좌당 순자산가치의 변동률이 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 대만 주식에 주로 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 주식 등 가격변동 위험 이 투자신탁은 대만 주식시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁 재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 거래상대방 및 신용위험 보유하고 있는 증권 및 단기금융상품 등을 발행한 회사가 신용등급의 하락 또는 부도 등과 같은 신용사건에 노출되는 경우 그 증권 및 단기금융상품 등의 가치가 하락할 수 있습니다. 환율변동위험 이 투자신탁은 해외투자로 인한 환율변동 위험에 대해 환율변동위험 제거를 위한 환헷지 전략은 실시하지 않을 계획이므로 추적 대상지수 구성 종목의 변동뿐만 아니라 각 국 통화 대비 원화환율의 변동에 의해서도 신탁재산의 가치가 변동됩니다. 특정국가 집중투자위험 이 투자신탁은 해외특정국가(대만)의 주식 등에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외주식시장 전체에 투자하는 글로벌 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. ETF 거래가격과 순자산가치(NAV)와의 괴리 위험 한국거래소에 상장되어 있는 ETF의 경우 경쟁매매를 통해 ETF의 거래가격이 결정되기 때문에 1좌당 거래가격이 1좌당 NAV에 비해 높거나 낮은 수준에서 거래될 수 있습니다. 이로 인해 투자자는 1좌당 NAV와 일치하지 않는 ETF를 매수 또는 매도할 수 있으며 이러한 거래로 인해 손실이 발생할 수 있습니다. 추적오차 발생위험 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출, 지수 구성종목 변경에 따른 매매시 시장 충격, 거래정지 등으로 인한 미체결, 환율변동 등 현실적 제한, 이 투자신탁의 기초지수 관련 파생상품 등에 투자 등으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 또한, 송금 및 거래비용이 누적되어 지수 추적오차가 더 많이 발생할 수 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장 폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 한국과 다른 시간대에 거래되는 기초지수를 추적하는 ETF 거래가격과 순자산가치(NAV)와의 괴리 위험 이 투자신탁 기초지수의 구성종목이 상장되어 있는 글로벌 증권거래소의 개장 시간과 이 투자신탁이 상장되어 있는 한국거래소(KRX)의 개장 시간 간에는 시차가 존재합니다. 유동성공급자(LP)는 기초지수의 前 영업일 종가에 실시간 환율변동분을 감안하여 유동성 호가를 제시하기 때문에 유동성 호가 제시가 원활하게 이루어지지 않을 수 있습니다."
