항목,내용
한글명,ACE 코스피
영문명,ACE KOSPI
표준코드,KR7305050007
종목코드,305050
상장일,2018-10-05
펀드형태,수익증권형
기초지수명,코스피지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),KB증권
총보수(%),0.02
회계기간,"가. 최초회계기간: 투자신탁의 최초설정일로부터 2018년 12월 31일까지, 나. 2019년 1월 1일 이후: 2019년 1월 1일부터 매1년간"
과세유형,비과세
분배금 지급일,"- 매 1,4,7,10월의 마지막 영업일 및 회계기간 종료일(단, 회계기간 종료일이 영업일이 아닐경우 그 직전 영업일"
홈페이지,http://www.kindexetf.com/
http://www.kindexetf.com/,http://www.kindexetf.com/
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 한국거래소가 발표하는“코스피 지수(KOSPI Index)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. · 한국거래소가 발표하는 유가증권시장을 대표하는 코스피 지수(KOSPI Index)는 유가증권 시장의 변화를 종합적으로 나타내기 위하여 산출하는 시황지수로, 유가증권 시장에 상장된 보통주를 구성하는 전체 종목으로 구성되었으며, 1983년 1월 4일부터 산출· 발표하고 있습니다."
투자유의사항,"· 이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인 “코스피 지수(KOSPI Index)”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 이 투자신탁은 KOSPI Price return Index를 기초지수로 하며, 기초자산 관련 배당금이 포함되지 않은 지수임에 유의하시기 바랍니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
