항목,내용
한글명,RISE 미국달러SOFR금리액티브(합성)
영문명,RISE USD SOFR Active(SYNTH)
표준코드,KR7455960005
종목코드,455960
상장일,2023-05-16
펀드형태,수익증권형
기초지수명,KAP SOFR 지수
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"메리츠증권, 키움증권, 한국투자증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 한국자산평가(주)가 산출 및 발표하는 “KAP SOFR 지수”를 비교지수로 하여 투자신탁의 순자산가치의 변화를 비교지수 대비 초과하도록 신탁재산을 운용하는 것을 목적으로 하는 액티브채권 상장지수집합투자기구입니다.  KAP SOFR 지수는 뉴욕 연방준비은행 웹사이트에 미 영업일 오전 8 시(미 동부시간 기준)에 공시되는 SOFR 금리를 적용하며, SOFR 금리를 연 360일 기준 복리로 지수화하여 산출합니다.  SOFR(Secured Overnight Financing Rate)는 미 국채를 담보로 하는 Repo 시장의 익일물 거래를 기반으로 하는 USD 무위험 지표금리(RFR, Risk Free Reference Rate)로서 뉴욕 연방준비은행에서 산출하고 있습니다.  ETF의 설정단위는 10,000좌이며, 현금 및 현물설정 방식을 혼합하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 거래상대방과의 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 투자신탁의 순자산가치의 변화를 비교지수 대비 초과하도록 신탁재산을 운용합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 해당 관련 상품의 계속성에 중대한 영향을 미칠 수 있으면 상장폐지의 사유가 될 수 있습니다. 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kbstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
