항목,내용
한글명,KODEX 3대농산물선물(H)
영문명,KODEX Grains Futures(H)
표준코드,KR7271060006
종목코드,271060
상장일,2017-06-13
펀드형태,수익증권형
기초지수명,S&P GSCI Grains Select Index Excess Return
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"유진투자증권, 한국투자증권, 신한금융투자"
총보수(%),0.51
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,kodexetf.com
kodexetf.com,kodexetf.com
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (농산물) / (-) (혼합) / (-)
기본 정보,"이 투자신탁은 CBOT(Chicago Board of Trade, 시카고상품거래소)에 상장된 옥수수, 콩, 밀 선물가격의 움직임을 나타내는 지수 S&P GSCI Grains Select Index Excess Return(이하 “기초지수”라 한다)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용 목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,시장위험 및 개별위험 거래상대방 및 신용위험 이자율 변동에 따른 위험 환율변동 위험 파생상품 투자위험 상장폐지위험 투자자금 회수 곤란 위험 지수산출방식의 대폭변경 또는 중단 위험 추적오차 발생위험 차익거래 불가능위험 실물자산 고유의 위험 가격산출 중단위험 곡물 현물 가격과의 괴리 위험 장외파생상품 투자에 따른 세금 부담 위험 롤오버(Roll-over)위험 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
