항목,내용
한글명,TIGER 미국나스닥바이오
영문명,TIGER NASDAQ BIO
표준코드,KR7203780002
종목코드,203780
상장일,2014-08-27
펀드형태,수익증권형
기초지수명,NASDAQ Biotechnology
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"리딩투자증권, 미래에셋증권, 신한금융투자"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일부터 2014년 12월 31일까지"
과세유형,배당소득세(해외주식투자전용ETF)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.tigeretf.com
www.tigeretf.com,www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (헬스케어) / (-)
기본 정보,"이 ETF는 미국에 상장된 주식을 주된 투자대상자산으로 하며, ""나스닥 바이오테크놀로지 지수(NASDAQ Biotechnology Index)"" 수익률 추종을 목적으로 합니다. NASDAQ OMX Group에서 발표하는 NASDAQ Biotechnology Index는 미국 나스닥증권시장(NASDAQ Stock Market)에 상장된 종목 중, 산업분류기준(ICB)으로 생명공학(Biotechnology) 또는 제약(Pharmaceuticals)에 속하는 종목을 편입합니다."
투자유의사항,"이 투자신탁의 기초지수인 “NASDAQ Biotechnology Index""는 신약개발이나 진단방법 개발 등의 목적으로 생물학적 물질을 연구하고 개발하는 기업으로 기업 수익의 대부분이 이러한 신약 또는 진단 도구의 판매·라이선스 허가에서 발생하는 ”생명공학“ 기업 또는 백신 생산업체를 포함한 처방약 또는 일반 의약품을 제조하는 ”제약“ 기업의 주식으로 구성된 지수입니다. 이러한 바이오산업은 일반적으로 다른 산업에 비해서 오랜 연구기간과 투자자금 투입이 필요한 고위험·고수익 산업입니다.  이 ETF는 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
