항목,내용
한글명,TIGER 25-10 회사채(A+이상)액티브
영문명,TIGER 25-10 CORPORATE ACTIVE
표준코드,KR7453540007
종목코드,453540
상장일,2023-03-23
펀드형태,수익증권형
기초지수명,KIS 회사채2510만기형 지수 (총수익지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠증권, 미래에셋증권, 키움증권"
총보수(%),0.1
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지이며 신탁계약 해지시에는 투자신탁 회계기간 초일부터 신탁계약의 해지일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (회사채) / (-) (단기) / (-)
기본 정보,"- 이 ETF는 유가증권시장 상장규정 제113조에 따른 액티브상장지수투자신탁으로 국내 채권을 주된 투자대상자산으로 하며, 1좌당 순자산가치의 변동률을 비교지수인 ‘KIS 회사채2510만기형 지수’ 변화를 초과하도록 투자신탁재산을 운용함을 목표로 합니다. - 이 투자신탁은 우량 회사채로 A+ 등급 이상의 채권에 주로 투자하며, 비교지수의 YTM, 듀레이션, 섹터별 비중과 유사하게 포트폴리오를 구성할 예정이나, 비교지수 변화를 초과하는 운용목적 달성을 위해 섹터 및 등급별 비중 조절, 저평가 종목 편입, 채권 만기 범위 확대 등의 전략을 활용할 예정입니다"
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 집합투자기구는 기초지수 수익률 추종을 목표로 하지 않기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
