항목,내용
한글명,TIGER CD금리플러스액티브(합성)
영문명,TIGER SYNTH CD RATE PLUS ACTIVE
표준코드,KR7499660009
종목코드,499660
상장일,2024-12-17
펀드형태,수익증권형
기초지수명,KIS CD+CPI연동금리 월분배 지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래, 메리츠, 삼성, 키움, 한국, NH, KB"
총보수(%),0.0098
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"- 이 ETF는 채권 및 채권관련 집합투자증권, CD91일 금리 지수와 연계된 장외파생상품(스왑계약)에 주로 투자하며, “KIS CD+CPI연동금리 월분배 지수(PR)”를 비교지수로 하여 ETF 순자산가치 변동이 비교지수를 상회하는 것을 목표로 합니다. “KIS CD+CPI연동금리 월분배 지수(PR)”는 당일 CD(양도성예금증서) 3개월물 수익률에 소비자물가지수(CPI)를 반영한 가산금리를 더한 투자성과를 추적하며, 매월 첫 영업일에 전월의 투자성과를 분배하는 지수입니다. - 본 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브 상장지수펀드(액티브ETF)로서, 비교지수(KIS CD+CPI연동금리 월분배 지수(PR))의 변동률을 상회하는 초과성과 달성을 목표로 합니다. 이를 위해 집합투자증권, 채권, 예금, 파생결합증권 운용 등 다양한 전략을 활용할 수 있습니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
