항목,내용
한글명,KODEX 레버리지
영문명,KODEX LEVERAGE
표준코드,KR7122630007
종목코드,122630
상장일,2010-02-22
펀드형태,수익증권형
기초지수명,코스피 200 레버리지지수
추적배수,2X 레버리지 (2)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"유진투자증권, 크레디트스위스증권 서울지점, SK증권, 골드만삭스증권 서울지점"
총보수(%),0.6
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 일간변동률을 기초지수인 KOSPI200 지수 일간변동률의 양의 2배수와 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI200 지수는 한국을 대표하는 200개 종목의 시가총액을 지수화한 것입니다. 200개 종목은 시장 대표성, 유동성, 업종 대표성을 고려하여 선정하는데, 전체 종목을 9개업 군으로 분류하여 시가총액과 거래량 비중이 높은 종목들을 우선 선정합니다. 주된 투자대상 자산으로 KOSPI200을 기초로 하는 ETF와 KOSPI200 주가지수선물을 혼용하여 운용합니다."
투자유의사항,"레버리지 ETF의 순자산가치가 기초지수인 KOSPI200 일간변동률의 2배로 연동되도록 설계되어 있기 때문에 2일 이상의 기간에는 일별수익률의 복리화 효과(Compounding effect on a daily basis)의 결과로 기초지수의 2배 수익률과 레버리지 ETF의 누적수익률간 불일치가 발생합니다. KOSPI200주가지수가 지속적으로 하락할 경우 더 큰 손실을 볼 수 있고, KOSPI200주가지수가 큰 변동성을 보이면서 움직이는 경우 기초지수의 성과조차도 추적하지 못할 위험이 있습니다. 파생상품을 활용하여 KOSPI200주가지수 일간변동률의 양의 2배를 일간단위로만 추구하는 투자신탁으로 투자기간, 변동성, 왜도 및 첨도 등에 따라 양의 2배를 확보하지 못하고 지수의 성과에 크게 미치지 못하는 결과가 나올 수 있습니다. 선물 또는 옵션은 현물과는 달리 만기 때문에 차기 선물 또는 옵션으로 다시 재투자하여야 하는 바, 재투자가격이 만기일의 만기상환금액과 일치하지 않을 위험이 있습니다. 레버리지ETF는 상하한폭이 30%를 적용받고 있으며 투자대상자산으로 장외파생상품이 이용될 경우, 거래상대방의 부도 등으로 인한 Default Risk에 노출될 수 있으므로 투자시 유의하시기 바랍니다. 한국거래소에서는 레버리지 ETF의 운용성과를 쉽게 확인할 수 있는 투자참고지표로 일별 복리화 효과가 반영된 KOSPI200 레버리지 지수를 산출 발표하고 있으니 투자에 참고하시기 바랍니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
