항목,내용
한글명,ACE 2월만기자동연장회사채AA-이상액티브
영문명,ACE Feb Rollover Corporate Bond Active
표준코드,KR7475260006
종목코드,475260
상장일,2024-01-23
펀드형태,수익증권형
기초지수명,KAP 2월 만기자동연장회사채(AA-이상) 총수익지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"미래에셋증권, 신한투자증권, 한국투자증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"2월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.aceetf.co.kr/
https://www.aceetf.co.kr/,https://www.aceetf.co.kr/
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (회사채) / (-) (단기) / (-)
기본 정보,"· ACE 2월만기자동연장회사채AA-이상액티브 ETF는 사전에 투자신탁 편입자산의 만기월(매년 2월)을 지정하여 만기월 대상 채권으로 주된 포트폴리오를 구성하고, 편입자산의 만기도래 시점에 익년도 만기월(2월)에 해당하는 포트폴리오로 교체(리밸런싱)하는 만기자동연장 채권형 액티브 ETF입니다. · 이 투자신탁은 ‘KAP 2월 만기자동연장회사채(AA-이상) 총수익지수’를 비교지수로 하여, 비교지수 대비 초과성과를 추구하는 액티브 ETF입니다. 비교지수는 만기가 1~3월에 해당하는 AA-등급 이상의 기타금융채, 회사채, 특수채로 구성되며, 매년 2월 마지막 영업일을 기준으로 3월 첫 영업일에 지수 구성종목의 리밸런싱을 수행합니다. ETF는 매년 2월 마지막 영업일을 기준으로 전후 약 5영업일 내외로 포트폴리오 리밸런싱을 수행할 계획입니다. 다만, 시장상황이 불가피한 경우 리밸런싱 기간이 축소 또는 확대될 수 있습니다. · 이 투자신탁은 매년 2월 마지막 영업일을 기준으로 하여 익년도 리밸런싱 기준일을 만기일로 하는 리밸런싱을 수행하므로 신규 교체되는 편입자산은 약 1년 만기의 채권으로 편입하게 됩니다. 또한, 만기일에 가까워질수록 듀레이션이 감소하므로 일반채권형 ETF에 비해 상대적으로 금리민감도가 낮아지게 됩니다."
투자유의사항,"· 이 투자신탁은 편입자산의 만기월을 사전에 지정하여 운용하는 만기자동연장ETF로 이 투자신탁에서 정한 만기에 매칭하여 운용할 예정이나, 만기 직전 종목의 유동성 급감 등으로 인하여 투자신탁의 만기 직전까지의 설정/환매 대응을 수행하지 못하는 경우가 발생할 수 있으며, 이럴 경우 만기 매칭매매 불가로 인하 비교지수와의 추적오차가 크게 확대될 수 있는 상황이 발생할 수 있음을 유의하시기 바랍니다.  · 이 투자신탁에 투자하여 포트폴리오의 가장 가까운 만기(2월)까지 보유할 경우에는 원금과 투자시점 현재 만기수익률(비용차감 전)을 기대할 수 있으나, 만기까지 보유하지 않고 중도 환매(매도)할 경우 설정 이후 시장 금리변화에 따른 구성종목의 시가변동에 따라 기대 수익률보다 더 낮은 수익률을 달성할 수 있음을 유의하시기 바랍니다.  · 또한, 투자시점 고지된 투자신탁의 만기수익률(YTM)은 포트폴리오 내 채권 및 기타자산이 가장 가까운 포트폴리오의 만기(2월)까지 동일하다는 가정하에 충족되는 수익률(각종 비용 및 세금 차감 전)로서, 실제 운용 시 발생하는 보유 자산의 매도 또는 신규 자산의 매입 등에 따라 투자신탁의 만기 시 실현수익률은 투자시점 기준으로 고지된 만기수익률(YTM)과 다르게 달성될 수 있음을 유의하시기 바랍니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.aceetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
