항목,내용
한글명,KODEX 콩선물(H)
영문명,KODEX Soybeans Futures(H)
표준코드,KR7138920004
종목코드,138920
상장일,2011-03-15
펀드형태,수익증권형
기초지수명,S&P GSCI Soybeans Index(TR)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"SK증권, 한국투자증권"
총보수(%),0.6
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (농산물) / (-) (콩) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Soybeans Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 스탠다드앤푸어스(Standard&Poor's)가 산출하는 S&P GSCI Soybeans Total Return 지수는 시카고상품거래소(CBOT)에 상장되어 거래되는 콩선물의 가격을 기준으로 산출되는 지수로서, 1969년 5월부터 발표되었습니다. 지수의 구성종목은 시카고상품거래소(COBT)에 상장된 콩선물의 최근월물로 이루어지며 동 ETF는 콩현물이 아닌 콩선물에 투자하는 상품입니다. 대부분의 자산은 콩선물로 이루어지며 일부 콩 ETF를 편입합니다. 한편, 콩선물 가격 움직임만을 반영하고 환율 변동의 영향을 제거하기 위해 환헤지(H)를 실시합니다."
투자유의사항,"파생상품은 작은 증거금으로 거액의 결제가 가능한 레버리지 효과로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 이 투자신탁은 투자대상이 “콩현물”이 아니라 콩현물을 기초자산으로 하는 “파생상품(선물)” 이기 때문에 콩현물의 “현물가격”과 정확하게 연동하지 않습니다. 따라서 이 상품에 투자하는 투자자는 실제 콩현물가격이 아닌 콩 “선물가격”에 연동하는 것을 목적으로 하는 상품에 투자하고 있다는 사실을 유념하셔야 합니다. 만기가 있는 선물(Futures)에 투자함에 따라 차월물로 재투자하는 Roll over가 실시되며 Roll over시 보유월물과 편입대상원물간 가격 차이에 따라 Roll over 이익 또는 손해가 발생하여 현물가격의 흐름과 차이가 나타날 수 있습니다. 특히 원월물의 가격이 비싼 콘탱고 상태에서는 가격이 낮은 보유월물을 매도하고 가격이 높은 원월물을 편입하기 때문에 현물상품 대비 선물상품의 수익률이 악화될 수 있습니다. 자세한 Roll over 방식은 ETF 운용사 또는 지수산출기관 홈페이지를 통해 확인하시기 바랍니다. 콩의 산출량 및 가격수준과 글로벌 콩의 수요와 공급에 따라 은 가격이 변동할 수 있습니다. 콩선물은 뉴욕상품거래소(COMEX)에 상하한가 제한이 달라 15% 이상 급등락 할 경우 국내 거래소에서 거래되는 ETF의 가격은 순자산가치(NAV)를 정확히 반영하지 못할 수 있습니다. 또한, KODEX 콩선물(H) ETF의 순자산가치(NAV)는 한국거래소 개장 전 뉴욕상품거래소(COMEX)에서 발표된 콩선물 종가를 기준으로 계산이 되지만, 실제 거래가격은 한국거래소 개장 시간에도 변동되는 Globex(전산장)의 가격이 반영되어 거래될 수 있사오니 투자에 유의하시기 바랍니다. 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 일정기간 이상 지속될 경우, 지수 산정을 할 수 없는 경우, 그 외 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 상장폐지가 필요하다고 인정하는 경우 상장폐지 될 위험이 있습니다. 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
