항목,내용
한글명,WON 대한민국국고채액티브
영문명,WON KTB Active ETF
표준코드,KR7426150009
종목코드,426150
상장일,2022-05-11
펀드형태,수익증권형
기초지수명,KAP 한국 국고채 총수익 지수
추적배수,일반 (1)
자산운용사,우리자산운용 주식회사
지정참가회사(AP),"KB증권, 메리츠증권, 삼성증권"
총보수(%),0.07
회계기간,"최초설정일로부터 2022년 12월 31일까지, 회계기간 경과 후의 회계기간 : 2023년 1월 1일부터 매 1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.wooriam.kr
www.wooriam.kr,www.wooriam.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"- 이 투자신탁은 국내 채권을 주된 투자대상자산으로 하며, “KAP 한국 국고채 총수익 지수”를 비교지수로 하여 1좌당 순자산가치의 변동률이 비교지수의 변동률을 초과하도록 투자신탁재산을 운용함을 목적으로 하는 상장지수투자신탁입니다. - ‘KAP 한국 국고채 총수익 지수’는 신용등급 AA- 이상, 잔존만기 3개월을 초과하는 국고채 종목들이 시가총액 가중방식으로 구성된 지수입니다. ‘KAP 한국 국고채 총수익 지수’의 듀레이션은 9.2Y 수준으로, 국고채 전 구간의 평균 듀레이션과 유사해 한국 국고채의 흐름을 대표하는 지수로 적합합니다. 정기변경은 매월 첫 영업일 이루어집니다. - 액티브 포트폴리오는 3 ~ 6개월 시계의 펀더멘탈 및 상대가치분석을 통해 듀레이션, 커브 및 파생상품을 활용한 Off-BM 전략 수립을 통해 이루어집니다. 그 외에도 초과수익을 추구하기 위해 정량적, 정성적 분석 기반 듀레이션 전략과 장/단기 스프레드를 전망에 기반한 장단기 커브 전략을 활용합니다."
투자유의사항,"- 이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. - 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로서 상장지수펀드의 순자산가치의 변화가 비교지수를 초과하도록 운용하는 것을 목표로 합니다. 따라서 이 투자신탁은 1좌당 순자산가치의 일간 변동률과 지수의 일간 변동률이 유사하도록 추종하는 것을 그 목적으로 하는 기존의 상장지수투자신탁(이하 “ETF”라 한다)와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 ETF입니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당매니저의 재량으로 운용되는 투자신탁이며 지수의 성과와 다른 성과가 실현될 수 있습니다. - 이 집합투자기구는 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장 규정에 따라 ETF(상장일부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. - 이 투자신탁은 비교지수를 초과하는 수익률을 실현 추구함을 그 투자목적으로 하고 있으므로 비교지수의 수익률과 차이가 발생할 수 있으며, 비교지수는 성과평가의 용도로만 사용됩니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하고 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없습니다. 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 법인은 지정참가회사에 설정단위(CU: Creation Unit)인 2,000좌 또는 그 정배수로만 설정 또는 환매 청구가 가능하며, 집합투자업자의 승인에 의하여 효력이 발생합니다. 그러나 개인은 한국거래소 유가증권시장에서 장중 매매를 통하지 않고서는 수익증권의 매수 또는 환매가 불가능합니다. 따라서, 개인투자자는 원하는 가격에 원하는 수량을 매도하여 현금화하는데 어려울 수가 있습니다. - 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://wooriam.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
