항목,내용
한글명,TIGER 라틴35
영문명,TIGER LATIN
표준코드,KR7105010003
종목코드,105010
상장일,2008-08-27
펀드형태,수익증권형
기초지수명,BNY Latin America 35 ADR Index
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권(주), 유진투자증권(주), 우리투자증권(주)"
총보수(%),0.49
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(해외주식투자전용ETF)
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (남미) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"원화환산전 1좌당 순자산가치의 변동률을 기초지수인 The Bank of New York Mellon Latin America 35 ADR 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. The Bank of New York Mellon사가 산출하는 The Bank of New York Mellon Latin America 35 ADR 지수는 미국 뉴욕증권거래소 등의 시장에 상장된 라틴아메리카 기업의 주식예탁증서 35개 종목으로 구성되며 시가총액 기준으로 가중평균하여 산출합니다. 해외투자에 따른 별도의 환헤지를 하지 않는 환노출 상품으로, 비교지수로 사용할 때에는 원화로 환산한 지수를 사용합니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다."
투자유의사항,"기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 펀드재산으로 보유하고 있는 자산에서 발생하는 현금배당, 지수, 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치에 비해 거래가격이 다르게 형성될 수 있습니다. 해외에 투자하는 펀드의 경우 환율변동에 따라 투자자산의 가치가 변동될 수 있습니다. 해외주식에 투자하는 ETF의 경우 국내와 해외거래소간의 개장시간이 상이한 이유로 실시간 NAV가 펀드기준가격을 제대로 반영하지는 못함에 유의하시기 바랍니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
