항목,내용
한글명,KODEX KRX300레버리지
영문명,KODEX KRX300 Leverage
표준코드,KR7306950007
종목코드,306950
상장일,2018-10-16
펀드형태,수익증권형
기초지수명,KRX300레버리지
추적배수,2X 레버리지 (2)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"한국투자,하이투자,미래에셋대우,KB,SK,키움,메리츠,하나,유진,신한,DB,대신,NH,삼성,한화"
총보수(%),0.64
회계기간,"최초회계기간 : 최초설정일로부터 2018년 12월 31일까지,상기 회계기간 경과 후의 회계기간 : 2019년 1월 1일부터 매 1년 간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 1좌당 순자산가치의 일간변동률을 KRX 300 지수 (이하 “기초지수”라 한다) 일간변동률의 양(陽) 2배수에 연동하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다. 다만, 집합투자업자는 이 기초지수가 기초지수 산출기관의 상황, 지수에 포함된 종목의 매매가능성 및 기타 운용에 영향을 줄 수 있는 운용환경 등의 변화로 인해 기초지수로서 적합하지 않다고 판단되거나 기초지수로서 적합하지 않는 상황이 발생할 것으로 판단되는 경우 관련된 다른 지수로 변경할 수 있습니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"주식 등 가격변동 위험 이 투자신탁은 증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다.  상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다. 개인수익자의 투자자금 회수 곤란 위험 개인수익자는 보유 수익증권을 증권시장에서 매도하는 방법으로만 현금화가 가능합니다. 즉, 개인투자자는 보유 수익증권을 판매회사 또는 지정참가회사에 환매신청할 수 없습니다. 이는 개인투자자가 부담하여야 할 과세표준을 확인할 수 없는 한계에서 기인한 것입니다. 따라서, 증권시장에서 이 투자신탁 수익증권의 거래가 부족하여 개인 수익자가 원하는 가격에 원하는 수량을 매도하지 못할 경우에는 그 개인 수익자가 보유한 이 투자신탁 수익증권의 현금화가 어려워질 수도 있으며, 이로 인하여 기대하지 아니한 손실이 발생할 수도 있습니다. ※ 법인수익자의 경우 보유 수익증권을 증권시장에서 매도하거나 이 투자신탁 수익증권을 설정단위 또는 그 정배수로 판매회사 또는 지정참가회사에 환매 신청할 경우에는 판매회사 또는 지정참가회사에서 환매가 가능합니다. 지수산출방식의 대폭 변경 또는 중단 위험 이 투자신탁이 추적하는 추적대상지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 이러한 경우가 발생할 때에는 이로 인하여 수익자는 기대하지 아니한 손실이 발생할 수도 있습니다. 추적오차 발생위험 이 투자신탁은 KRX300 지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(陽)의 2배수로 연동하는 것을 목적으로 하고 있으나, 투자신탁 보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수의 일간변동률의 양(陽)의 2배수와 동일한 수익률 이 실현되지 아니할 가능성이 있으며, 추적오차가 크게 발생할 수 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 일간변동률의 양(陽)의 2배수가 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다.  레버리지 투자위험 이 투자신탁은 주식, 집합투자증권, 환매조건부 매도, 증권의 차입 및 파생상품 등을 활용하여 순자산보다 더 큰 주식투자비중을 유지하는 투자신탁으로 KRX300 지수의 변동에 따라 그 투자성과가 더 큰 폭으로 변동하는 특성을 가지고 있습니다. 그러므로, KRX300 지수가 지속적으로 하락할 경우에는 더 큰 손실을 볼 수 있고 KRX300 지수가 큰 폭의 변동성을 보이면서 움직이는 경우에는 지수의 성과조차 추적하지 못 할 수 있습니다. 또한, 파생상품을 이용하여 레버리지 투자를 완성하므로 파생상품의 내재변동성 및 민감도에 따라 다른 수익이 실현될 수도 있으며 투자한 파생상품과 관련 증권 또는 지수 등과 불완전 상관관계로 손실이 발생할 수 있습니다. 아울러, KRX300 지수의 기대수익과 변동성 등의 시장상황에 대한 이해와 재무적인 사전지식 에 기반하여 투자를 결정하여야 하며 이런 사전적인 검토에도 불구하고 기대와는 다른 수익을 실현할 수 있습니다."
