항목,내용
한글명,KoAct 미국뇌질환치료제액티브
영문명,KoAct US CNS Therapeutics Active
표준코드,KR7490330008
종목코드,490330
상장일,2024-09-03
펀드형태,수익증권형
기초지수명,Solactive 미국뇌질환치료제 PR 지수
추적배수,일반 (1)
자산운용사,삼성액티브자산운용 주식회사
지정참가회사(AP),"메리츠증권, 미래에셋증권, 키움증권, 삼성증권, 신한투자증권, 한국투자증권"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전영업일)"
홈페이지,http://www.samsungactive.co.kr
http://www.samsungactive.co.kr,http://www.samsungactive.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 미국뇌질환치료제 관련 산업과 관련된 해외주식에 주로 투자하는 액티브상장지수펀드로서, Solactive가 산출·발표하는 Solactive 미국뇌질환치료제 지수를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용하는 것을 목표로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 국내 주식 및 파생상품 등에 투자함으로써 투자대상자산의 가격 변동, 이자율 등 기타 거시경제지표의 변화에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 특정 업종 집중 투자에 따른 위험 이 투자신탁은 뇌질환 치료제라는 특정한 주제를 가지고 투자하는 투자신탁입니다. 그러므로 특정한 업종에 집중적으로 투자하기 때문에 특정 업종의 성과에 따라 투자신탁의 성과가 좌우될 수 있습니다. 또한, 해당 업종의 급격한 변동에 따라서 최초 목적한 투자목적과는 다르게 급격한 가격변동위험에 처할 수 있으며 경우에 따라서는 심각한 원본의 손실을 입을 수 있습니다. 특정 업종(섹터) 집중 현상이 발생할 수 있으며 이로 인해 미국 주식시장 전체의 성과와는 크게 다른 성과를 보일 수 있습니다. 즉, 본 투자신탁은 미국 주식시장 전체에 투자하는 일반 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. 또한 이러한 업종 집중 현상이 발생할 경우, 본 투자신탁의 성과는 미국 주식시장 전체의 성과보다 높은 변동성을 보일 수 있습니다. 특정 지역 집중 투자에 따른 위험 이 집합투자기구는 특정 지역이나 국가의 증권에 선별적으로 집중 투자할 수 있으며 이에 따라 변동성 및 투자한 특정 지역이나 국가의 위험이 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 전체 투자 가능 시장에 비하여 상대적으로 클 수 있습니다. 특정 종목 집중 투자에 따른 위험 이 집합투자기구는 법령이 허용하는 한도 내에서 소수 종목에 선별적으로 집중 투자할 수 있으며, 이에 따라 변동성 및 일부 종목의 집합투자기구에 미치는 영향력이 동일 유형의 일반적인 집합투자기구 혹은 해당 시장에 비하여 상대적으로 클 수 있습니다. 국가 위험 이 집합투자기구는 해외에 투자할 수 있기 때문에 투자대상국가의 시장, 정치 및 경제상황 등에 따른 위험에 매우 많이 노출이 되어 있습니다. 일부 국가의 경우 외국인 투자 한도, 넓은 매매호가 차이, 거래소의 제한된 개장시간과 거래량 부족 등으로 인해 유동성에 제약이 발생할 수도 있습니다. 또한, 해당국가 정부정책 및 제도의 변화로 인해 예상치 못한 자산가치의 손실이 발생할 수 있으며, 외국인에 대한 투자제한, 조세제도 변화 등의 정책적 변화 및 사회 전반적인 투명성 부족으로 인한 공시자료의 신뢰성 등의 위험도 있습니다. 액티브 ETF 투자위험 이 집합투자기구는 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 또한, 이 투자신탁은 1좌당 순자산가치의 일간 변동률과 기초지수의 일간 변동률이 유사하도록 추종하는 것을 그 목적으로 하는 기존의 상장지수펀드(이하”ETF”라 한다)와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 ETF입니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당매니저의 재량으로 운용되는 투자신탁이며 기초지수의 성과와 다른 성과가 실현될 수 있습니다. 키워드 기반 지수 산출 관련 위험 이 투자신탁의 기초/비교지수는 사업보고서, 조사분석자료 등에서 지수산출업자가 선정한 테마 관련 키워드를 바탕으로 관련도가 높은 종목을 선정합니다. 그러므로 해당 테마 내 선정된 종목의 시장점유율, 매출액 등 실제 실적과는 괴리가 발생할 위험이 있습니다. ※ 법인수익자의 경우 보유 수익증권을 증권시장에서 매도하거나 이 투자신탁 수익증권을 설정단위 또는 그 정배수로 판매회사 또는 지정참가회사에 환매 신청할 경우에는 판매회사 또는 지정참가회사에서 환매가 가능합니다."
