항목,내용
한글명,ACE 미국IT인터넷S&P(합성 H)
영문명,ACE US INTERNET(Synth H)
표준코드,KR7280320003
종목코드,280320
상장일,2017-10-17
펀드형태,수익증권형
기초지수명,다우존스 인터넷 종합지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"삼성증권,NH투자증권"
총보수(%),0.5
회계기간,"투자신탁의 최초설정일로부터 2017년 12월 31일까지, 2018년 1월 1일 이후: 2018년 1월 1일부터 매1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁 회계기간 종료일, 단, 회계기간 종료일이 영업일이 아닐경우 그 직전 영업일"
홈페이지,http://www.kindexetf.com/
http://www.kindexetf.com/,http://www.kindexetf.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (정보기술) / (-)
기본 정보,"· 이 투자신탁은 장외파생상품을 주된 투자대상으로 하여 1좌당 순자산가치의 변동률을 기초지수인 “Dow Jones US Internet Composite Index”일간 변동률과 유사하도록 투자신탁 재산을 운용하는 것을 목표로 합니다. · S&P가 발표하는“Dow Jones US Internet Composite Index”는 인터넷 관련 사업으로부터 판매/수익이 발생하는 미국 상장 상위 40개 종목으로 구성되었으며 1996년 6월 30일을 41.77pt 기준으로 1999년 2월 18일부터 발표한 지수입니다. · 이 투자신탁은 환헤지형 상품으로, 상대국의 환율변동 노출을 최소화하는 환헤지 전략을 실행합니다."
투자유의사항,"· 해외 특정국가(미국)의 주식 및 주가지수선물에 주로 투자하기 때문에 특정국가(미국)의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있습니다. · 이 투자신탁은 Dow Jones US Internet Composite Index를 기초지수로 하며, 기초자산 관련 배당금이 포함되지 않은 지수임에 유의하시기 바랍니다. · 이 투자신탁은 해외투자에 따른 환헤지전략을 수행하고 있습니다. 그러나 환헤지전략의 수행에도 불구하고 급격한 환율변동에 따라 외화손실이 발생할 수 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
