항목,내용
한글명,TIGER 미국배당다우존스타겟커버드콜2호
영문명,TIGER US DIVIDEND TARGET COVERED CALL II
표준코드,KR7458760006
종목코드,458760
상장일,2023-06-20
펀드형태,수익증권형
기초지수명,DowJones U.S. Dividend 100 7% Premium Covered Call 지수 (TR)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"NH투자증권, 미래에셋증권, 삼성증권, 신한투자증권, 키움증권"
총보수(%),0.39
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"- 이 ETF는 주로 미국에 상장된 주식 및 주식 관련 파생상품을 주된 투자대상자산으로 하며, ‘Dow Jones U.S Dividend 100 7% Premium Covered Call 지수(Total Return)(원화환산)’를 기초지수로 하는 ETF입니다. 이 ETF는 해외 주식에 투자하면서도 환헤지를 하지 않으므로 기초지수의 원화환산 수익률에 연동하게 됩니다. - S&P Dow Jones Indices가 발표하는 ‘Dow Jones U.S Dividend 100 7% Premium Covered Call 지수(Total Return)(원화환산)’는 Dow Jones U.S Dividend 100 지수 구성종목의 수익률과 S&P500 ATM 콜옵션 매도 수익률이 합산되어 산출되는 지수입니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다 - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 이 투자신탁의 기초지수는 커버드콜 전략으로 주식 포트폴리오를 매수하고 콜옵션을 매도합니다. 이때 주식 포트폴리오는 Dow Jones U.S. Dividend 100 지수를, 콜옵션은 S&P 500 지수를 기초자산으로 하기 때문에 기초자산을 구성하는 종목에 차이가 있으며 동일한 기초자산으로 커버드콜 전략을 활용하는 경우와는 다른 성과가 나타나게 됨에 유의하시기 바랍니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
