항목,내용
한글명,SOL 미국배당다우존스(H)
영문명,SOL US Dividend Equity(H)
표준코드,KR7452360001
종목코드,452360
상장일,2023-03-21
펀드형태,수익증권형
기초지수명,Dow Jones U.S. Dividend 100 Price Return Index
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"KB증권, NH투자증권, 미래에셋증권, 삼성증권, 신한투자증권, 키움증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 ‘Dow Jones U.S. Dividend 100 Index(Price Return)’(이하 ‘기초지수’)를 기초지수로하여 지수의 일간수익률을 정배수로 추적하는 것을 운용의 목표로 합니다. 기초지수는 S&P Dow Jones Indices가 산출하며 미국 주식 중 일관된 배당금 지급을 하고 있는 펀더멘털이 강한 대표 종목 100개에 분산 투자하는 전략의 지수입니다. 세부적으로는 최소 10년의 기간동안 연속적으로 배당을 지급했던 기업들 중 현금흐름, ROE (자기자본수익률), 배당수익률과 5년 배당성장률을 기준으로 상위 100개 종목을 선별합니다. 해당 ETF는 최근 불확실성이 높아진 매크로 환경에도 불구, 안정적인 성과와 합리적인 배당 수익률을 바탕으로 미국 상장 주식형 ETF중 5번째로 큰 금액의 자금 유입(연초 이후)을 기록하고 있는 Schwab U.S. Dividend Equity ETF (SCHD)와 동일한 기초지수를 사용하고 있습니다. 한국판 SCHD로 지난 11월이 상장한 SOL 미국배당다우존스 ETF의 환헤지 상품으로 최근 원/달러 환율 변동성 확대로 기초자산의 성과만을 투자의 목표로 삼고자 하는 투자자들의 니즈가 증가하고 있는 점을 고려하여 해당 ETF를 출시하고자 합니다. 개인연금, IRP등의 퇴직연금을 중심으로 한 개인 투자자들의 순매수가 지속되고 있으며, 매월 분배금을 지급하는 월배당 ETF로, 국내 투자자들의 인컴 투자 수단의 다양성에 기여할 수 있을 것으로 기대합니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 100,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전액이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 또한, 이 투자신탁은 예금자보호법의 적용을 받는 은행예금과 달리 은행 등에서 매입한 경우에도 예금자보호를 받지 못합니다. 이 투자신탁은 주식, 채권 등의 거래에 있어서 발행회사나 거래상대방의 영업환경, 재무상황 및 신용상태 악화 등에 따라 발행회사나 거래상대방의 신용등급이 하락하거나 채무불이행 위험에 커짐으로 인해 급격한 가치변동을 초래할 수 있습니다. 이 투자신탁은 해외증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될수 있습니다. 파생상품(선물, 옵션)은 작은 증거금으로 거액의 결제가 가능한 지렛대효과(Leverage 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 특히, 옵션매도에 따른 이론적인 손실범위는 무한대로 신탁재산의 큰 손실을 초래할 우려가 있습니다. 이 투자신탁은 통화관련 파생상품 거래를 통해 환위험을 회피하는 것을 목표로 하고, 미 실현 손익에 대해서는 주기적으로 환 헷지 비율을 조정하여 최대한 환 위험을 회피하고자 합니다. 그러나 관련 시장 규모, 거래비용, 투자수단의 유용성, 시장간의 시차, 관련 시장의 교란 및 전세계 거시 경제적인 기타 변수등에 따라 환 위험을 회피하기 곤란한 경우에는 일부 또는 전체에 대하여 환 위험에 노출될 수 있습니다. 또한 환헷지를 하는 경우에도 투자신탁 설정·해지의 반복, 가격변동, 최소 환헷지거래규모 등으로 인하여, 이 투자신탁에서 투자하는 외화자산의 환위험에 대하여 100% 헷지를 하는 것은 불가능하기 때문에 투자신탁 순자산액±일정 범위에서 환헷지가 이루어집니다. 이에 따라 환헷지를 하는 경우에도 투자신탁 순자산액에 미달되거나 초과되는 부분은 환율변동위험에 노출됩니다. 동 ETF는 증권시장에 상장되어 일반 주식과 동일한 방법으로 매매가 가능하며 특정 지수를 추종하도록 운용되는 인덱스 펀드와 주식의 특징을 동시에 갖추고 있습니다. 따라서 투자자는 증권시장에서 주식과 같은 방법으로 자유롭게 매매가 가능합니다. 기초지수 수익률과 유사한 성과 달성을 목표로 하기 때문에 시장수익률 하락에 직접적으로 영향을 받습니다. 즉, 시장수익률 상승 혹은 하락 시 수익률하락 방어를 목적으로 하는 포트폴리오 조정과 같은 별도의 노력을 수행하지 않습니다. 이 집합투자기구는 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF(상장일부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. 기초지수를 관리하는 지수관리회사의 사정으로 기초지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 이러한 경우가 발생할 때에는 이로 인하여 투자자는 기대하지 않은 손실이 발생할 수도 있습니다. 한국거래소에 상장되어 있는 ETF의 경우 거래가격은 당해 ETF의 순자산가치를 의미하는 1좌당 예상기준가격(i-NAV)과 차이를 보일 수 있습니다. 이는 당해 ETF의 매수 호가와 매도 호가 간의 차이가 확대되는 경우, 유동성 공급자가 헤지 목적으로 거래하는 대상의 가격 움직임에 의해 유동성 공급자가 제시하는 매수 매도 호가가 1좌당 기준가격(NAV)과 차이를 보일경우 등에 의해 발생합니다. 또한, 주식시장의 마감 전 동시호가에서 유동성공급자의 호가 공백이 발생하거나, 유동성이 부족할 경우, 당해 ETF에 편입된 자산의 평가 기준시점과 ETF의 종가시점이 상이한 경우 등의 이유로 ETF의 종가와 순자산가치와의 괴리가 발생할 수 있습니다."
