항목,내용
한글명,TIGER 미국채10년선물
영문명,TIGER 10Y U.S. T-NOTE FUTURES
표준코드,KR7305080004
종목코드,305080
상장일,2018-08-30
펀드형태,수익증권형
기초지수명,S&P 10-Year U.S. Treasury Note Futures(ER)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"한국투자증권, 메리츠종금증권, KB증권"
총보수(%),0.25
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"- 이 ETF는 채권 및 채권관련 장내파생상품을 주된 투자대상자산으로 하며, “S&P 10-Year U.S. Treasury Note Futures 지수(ER)”를 기초지수로 1좌당 순자산가치의 변동률을 원화로 환산한 기초지수 변동률에 연동하여 투자신탁재산을 운용함을 목적으로 합니다. - “S&P 10-Year U.S. Treasury Note Futures 지수(ER)”는 S&P Dow Jones Indices에서 발표하는 지수로서, 선물시장(CME)에 상장된 미국채 10년 선물 최근월종목의 가격을 대상으로 산출됩니다. *ER(Excess Return)은 선물 만기시 롤오버에 따라 발생하는 비용을 반영한 지수를 의미합니다."
투자유의사항,- 이 ETF와 관련한 다양한 보수 또는 비용 등은 이 ETF의 순자산가치에 부(負)의 영향을 미쳐 추적오차를 발생시킬 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지 (http://www.tigeretf.com ) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
