항목,내용
한글명,KCGI 테크미디어텔레콤액티브
영문명,KCGI TMT Active
표준코드,KR7407160001
종목코드,407160
상장일,2021-11-16
펀드형태,수익증권형
기초지수명,FnGuide TMT 지수
추적배수,일반 (1)
자산운용사,케이씨지아이자산운용(주)
지정참가회사(AP),"키움증권, 한국투자증권, NH투자증권"
총보수(%),0.445
회계기간,"최초 회계기간 : 투자신탁의 최초설정일부터 2021년 12월31일까지, 022년 1월 1일 이후 : 2022년 1월1일부터 매1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.masteretf.com
http://www.masteretf.com,http://www.masteretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 액티브상장지수펀드로 FnGuide에서 산출·발표하는 FnGuide TMT Index를 비교지수로하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용합니다. 테크, 미디어, 텔레콤 산업과 관련 있는 반도체, AI, 전기차, 5G, 디지털 미디어, 메타버스 등 한국의 대표적인 정보통신 및 미디어 산업에 투자합니다. 해당 산업들이 새로운 부가가치 창출을 위해 하나의 산업군으로 연결되는 구조가 될 것이며, 이러한 환경에서 주주가치를 확장시킬 수 있는 기업에 투자하여 안정적이고, 지속적으로 비교지수 대비 초과성과를 창출할 계획입니다."
투자유의사항,"그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
