항목,내용
한글명,KODEX 에너지화학
영문명,KODEX ENERGY&CHEMICALS
표준코드,KR7117460006
종목코드,117460
상장일,2009-10-12
펀드형태,수익증권형
기초지수명,KRX 에너지화학
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"동양종합금융증권, 하이투자증권"
총보수(%),0.45
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (에너지화학) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KRX Energy & Chemicals 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KRX Energy & Chemicals 지수는 국내 에너지 및 화학산업의 주가흐름을 반영하는 지수로써 국내 에너지 및 화학업종을 대표하는 20개 종목으로 구성되어 있으며 2007.1.2 1,000pt를 기준으로 하여 발표되고 있습니다. 유동성, 재무상태 등의 기준을 적용하여 종목을 선정하며 유동주식가중 시가총액방식 지수로서 매년 9월 지수구성종목의 정기변경이 이루어집니다."
투자유의사항,"특정 산업에 속하는 주식에 투자하므로 국내 주식시장 전체의 성과와는 크게 다를 수 있으며, 국내 주식시장 전체에 투자하는 투자신탁보다 더 높은 위험을 부담할 수 있습니다. 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이론 인해 기대하지 않은 손실이 발생할 수 있습니다. 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
