항목,내용
한글명,DAISHIN343 AI반도체&인프라액티브
영문명,DAISHIN343 AI Semicon&Infra Active
표준코드,KR7486240005
종목코드,486240
상장일,2024-06-18
펀드형태,수익증권형
기초지수명,FnGuide AI반도체&인프라 지수
추적배수,일반 (1)
자산운용사,대신자산운용(주)
지정참가회사(AP),"BNK투자증권, NH투자증권, 대신증권, 미래에셋증권, 신한투자증권"
총보수(%),0.36
회계기간,"투자신탁의 최초설정일부터 당해년도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 한다. 다만, 신탁계약 해지시에는 투자신탁회계기간 초일부터 신"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,asset.daishin.com
asset.daishin.com,asset.daishin.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 국내 주식을 주된 투자대상자산으로 하며 주식회사 에프앤가이드가 산출·발표하는 ""FnGuide AI반도체&인프라 지수“를 비교지수로 하여 비교지수대비 초과성과를 목표로 투자신탁재산을 운용함을 목적으로 합니다. 또한 액티브상장지수투자신탁으로 투자목적 달성을 위해 국내 거래소에 상장된 주식에 투자 신탁 자산총액의 60%이상을 투자합니다. 비교지수인 FnGuide AI반도체&인프라 지수 내 종목 중심으로 투자(유가증권시장 상장규정에 따른 ETF와 비교지수의 상관계수 기준 준수)하고, AI 종목 스코어링 모델을 활용하여 구성한 액티브 전략을 수행할 예정입니다."
투자유의사항,"집합투자증권은 ？예금자보호법？에 따라 예금보험공사가 보호하지 않는 실적배당상품으로 투자원금의 손실이 발생할 수 있으므로 투자에 신중을 기하여 주시기 바랍니다. 금융위원회가 투자설명서의 기재사항이 진실 또는 정확하다는 것을 인정하거나 그 증권의 가치를 보증 또는 승인하지 아니함을 유의하시기 바랍니다. 증권신고서, 투자설명서상 기재된 투자전략에 따른 투자목적 또는 성과목표는 반드시 실현된다는 보장은 없습니다. 또한 과거의 투자실적이 미래에도 실현된다는 보장은 없습니다."
