항목,내용
한글명,TIGER 종합채권(AA-이상)액티브
영문명,TIGER AGGREGATE BOND ACTIVE
표준코드,KR7451540009
종목코드,451540
상장일,2023-02-01
펀드형태,수익증권형
기초지수명,KIS 종합채권 AA-이상 총수익 지수(Total return Index)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 키움증권, 메리츠증권"
총보수(%),0.03
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (중기) / (-)
기본 정보,"- 이 ETF는 유가증권시장 상장규정 제113조에 따른 액티브상장지수투자신탁으로 국내 채권을 주된 투자대상자산으로 하며, 1좌당 순자산가치의 변동률을 비교지수인 ‘KIS 종합채권형 지수(AA-이상)(총수익 지수)’ 변화를 초과하도록 투자신탁재산을 운용함을 목표로 합니다. - 이 투자신탁은 신용등급 AA-이상의 종합채권(국채, 특수채, 회사채 등)을 주로 투자하며, 비교지수 변화를 초과하는 운용목적 달성을 위해 금리 전망 등에 기반한 듀레이션 조절, 롤링효과 극대화 수익률곡선 구간 선정, 투자대상 업종 배분 등의 전략을 활용할 예정입니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 집합투자기구는 기초지수 수익률 추종을 목표로 하지 않기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
