항목,내용
한글명,TIGER 미국필라델피아AI반도체나스닥
영문명,TIGER PHLX US AI Semiconductor
표준코드,KR7497570002
종목코드,497570
상장일,2024-11-26
펀드형태,수익증권형
기초지수명,PHLX US AI Semiconductor 지수 (PR)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래, 메리츠, 키움, 한국, 삼성"
총보수(%),0.49
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 투자신탁은 Nasdaq에서 발표하는 “PHLX US AI Semiconductor 지수(PR)(원화환산)”를 기초지수로 하는 상장지수집합투자기구로서, 미국 상장 주식에 자산총액의 60% 이상 투자합니다. - “PHLX US AI Semiconductor 지수(PR)(원화환산)”는 Nasdaq 및 NYSE 상장 주식 중 시가총액 상위 20종목을 대상으로 구성합니다. 이 지수는 AI 반도체 밸류체인 내 5개 카테고리(장비, 팹리스, 지적재산 및 설계자동화, 패키징, 파운드리)에 속하는 주요 기업으로 구성됩니다. 해외 주식에 투자하지만 환헤지를 하지 않으므로 기초지수의 원화환산 수익률에 연동됩니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
