항목,내용
한글명,TIGER 글로벌AI액티브
영문명,TIGER GLOBAL AI ACTIVE
표준코드,KR7466950003
종목코드,466950
상장일,2023-10-11
펀드형태,수익증권형
기초지수명,Indxx Artificial Intelligence and Big Data 지수(Net Total Return)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 메리츠증권, 삼성증권, 키움증권, 한국투자증권"
총보수(%),0.79
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 ETF는 글로벌 주식을 주된 투자대상자산으로 하며, “Indxx Artificial Intelligence and Big Data 지수(Net Total Return)(원화환산)""를 비교지수로 하여 ETF 순자산가치의 변화가 비교지수를 초과하도록 운용하는 것을 목표로 하는 액티브 ETF입니다. - Indxx가 발표하는 “Indxx Artificial Intelligence and Big Data 지수(Net Total Return)(원화환산)”는 AI 하드웨어/소프트웨어/서비스기업, AI 생태계 구축 기업(플랫폼, 하드웨어 등), AI를 활용한 신규 제품/서비스 출시 기업, AI를 적용하여 원가를 절감하는 글로벌 기업을 투자 유니버스로 구성합니다. AI 산업 성장의 실질적인 수혜 기업을 선별하고, 포트폴리오 비중은 AI 시장 성장 국면에 따라 능동적으로 조절합니다. 이 ETF는 해외 주식에 투자하면서도 환헤지를 하지 않으므로 기초지수의 원화환산 수익률에 연동하게 됩니다."
투자유의사항,"-이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
