항목,내용
한글명,SOL 차이나강소기업CSI500(합성 H)
영문명,SOL Synth-CSI500(H)
표준코드,KR7220130009
종목코드,220130
상장일,2015-06-08
펀드형태,수익증권형
기초지수명,CSI 500 지수
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"미래에셋증권, 신한금융투자"
총보수(%),0.6
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2015년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일 (다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.shbnppam.com
www.shbnppam.com,www.shbnppam.com
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,추적대상지수인 해외 시장가격지수(Price Return) CSI500 Index (Bloomberg Ticker: SH000905 Index)의 USD 환산 지수 성과를 추종하기 위하여 주식관련 배당금이 포함된 CSI500 Net TRI USD Index (Bloomberg Ticker: CSIH0310 Index)의 지수를 추종하는 장외파생상품에 주로 투자합니다. CSI500 Index는 중국 중소형주 시장(상해 및 선전 시장)의 500 종목에 투자하는 주가지수입니다.
투자유의사항,"-이 투자신탁은 거래상대방과의 장외파생상품 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 기초지수의 수익률을 추종합니다. 이에따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 이 투자신탁의 계속성에 중대한 영향을 미칠 수 있을 경우 상장폐지의 사유가 될 수 있습니다. 또한 장외파생계약에 따른 복제비용, 헤지비용 및 각종 거래 수수료 등의 비용이 예상치 못하게 과도하게 발생할 경우, 이 투자신탁의 성과에 영향을 줄 수 있습니다. - 이 투자신탁은 추적대상지수인 시장가격지수(Price Return) CSI 500 Index USD 환산 지수의 성과를 추종하기 위하여 주식관련 배당금이 포함된 CSI500 Net TRI USD Index를 추종하는 장외파생상품에 주로 투자합니다. 이에 따라 추적대상지수인 시장가격지수와 가격 괴리가 발생할 수 있습니다. -이 투자신탁이 투자하는 장외파생상품(스왑) 계약은 계약 당사자 쌍방간에 투자수익의 흐름을 서로 교환하는 거래로 일정 기간의 계약기간을 정하고 있으며 계약기간 만료시 계약이 종료됩니다. 계약 종료 시 계약 미갱신 또는 계약 종료 전이라도 거래상대방 신용상태의 악화, 부도 등에 따라 거래상대방을 교체·변경할 수 있습니다. 이 경우 변경할 대체 거래상대방과 새로운 계약을 체결하여 이 집합투자기구의 투자목적이 실현되도록 운용할 예정이지만, 계약 거래상대방 부재 등의 이유로 새로운 계약을 체결하지 못할 수도 있으며 이에 따라 거래정지 및 상장폐지가 발생할 수 있습니다. 이에 따라 투자원리금의 일부 또는 전액손실이 발생할 수 있습니다. -여러 가지 현실적 제약으로 인하여 추적대상 지수와 유사한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 집합투자기구의 수익률과 추적대상 지수의 수익률이 동일하거나 유사할 것을 전제로 하는 투자자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할수도 있습니다. -이 투자신탁은 스왑에 투자한 원본금액에 대해서는 100% 환헤지가 가능하지만 원금에서 발생하는 성과부분에 대해서는 환노출이 발생합니다. 따라서 해외투자 자산은 필연적으로 국내통화와 투자대상국 통화와의 환율변동에 따르는 위험을 지게 되며 환율변동에 따른 투자신탁재산의 가치변동이 발생할 수 있습니다. -상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.smartetf.co.kr) 또는 금융감독원 전자공시시스템(http://dart.fss.or.kr)에서 확인 가능합니다."
