항목,내용
한글명,KODEX 금융고배당TOP10타겟위클리커버드콜
영문명,KODEX Financials Dividend 10 Target CC
표준코드,KR7498410000
종목코드,498410
상장일,2024-12-17
펀드형태,수익증권형
기초지수명,코스피 200 금융 고배당 TOP 10 타겟 위클리 커버드콜 지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋증권, 메리츠증권, NH투자증권, 하나증권"
총보수(%),0.39
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (전략) / (-) (구조화) / (-)
기본 정보,"이 투자신탁은 한국거래소에서 산출하는 코스피 200 금융 고배당 TOP 10 타겟 위클리 커버드콜 지수를 기초지수로 하여 1좌당 순자산가치의 변동률이 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"파생상품 투자위험 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 특정 업종 주식 집중 투자에 따른 위험 이 투자신탁은 ‘금융 고배당’ 테마라는 특정한 주제를 가지고 투자하는 투자신탁입니다. 그러므로 특정한 업종(섹터)에 집중적으로 투자하기 때문에 특정 업종의 성과에 따라 투자신탁의 성과가 좌우될 수 있습니다. 또한, 해당 업종의 급격한 변동에 따라서 최초 목적한 투자목적과는 다르게 급격한 가격변동위험에 처할 수 있으며 경우에 따라서는 심각한 원본의 손실을 입을 수 있습니다. 특정 업종(섹터) 집중 현상이 발생할 수 있으며 이로 인해 주식시장 전체의 성과와는 크게 다른 성과를 보일 수 있습니다. 유동성 위험 이 투자신탁에서 주로 편입하는 자산은 상장되어 거래되는 주식으로 각 종목의 유동성 위험에 노출 될 수 있으며, 기초지수의 추적 및 펀드 유동성을 목적으로 집합투자증권, 파생상품을 편입할 수 있습니다. 다만 일부 주식이나 집합투자증권의 경우 경제현황 및 전망, 천재지변, 낮은 시가총액, 시장의 관심 부재 등의 이유로 간혹 거래량이 풍부하지 못할 가능성이 있습니다. 이러할 경우 유동성 부족으로 인해 거래에 제약이 발생하거나 원하는 가격에 거래가 이뤄지지 않을 가능성이 있습니다. 월 분배금 지급에 따른 위험 분배 금액은 집합투자업자가 정하는 분배율을 기준으로 산출한 금액으로, 확정된 금액이 아니며 발생한 분배 재원과 이 집합투자기구의 추적오차 등을 감안하여 매월 달라질 수 있음을 유의하시길 바랍니다. 분배금은 분배 재원 상황 등 기타 사유에 따라 분배금이 줄거나 지급되지 않을 수 있으며 매월 지급 방식에서 수시로 지급 방식이 변동될 수 있습니다. 또한 투자기간 중 수령한 분배금과 보유하고 있는 투자신탁의 평가금액을 모두 합산하더라도 투자금액 대비하여 손실이 발생할 수 있으며, 결산시점에 연간 1회 분배하는 것에 비해 월간 분배로 인해 세제상 불리할 수 있습니다. 커버드콜 전략위험 기초자산과 옵션 상품 등이 결합된 전략을 사용하는 집합투자기구의 경우 기초자산을 매수 후 보유하는 전략을 사용하는 일반적인 집합투자기구에 비해 손익구조가 상이 합니다. 특히 이 투자신탁은 커버드콜(기초자산 매수 및 관련 콜옵션 매도) 전략을 구사하는 상장지수투자신탁으로 콜옵션 매도에 따라 기초자산 가격 상승 대비 수익은 제한될 수 있고, 기초자산 가격 하락시 옵션 프리미엄 수취로 하락폭을 일부 만회할 수 있으나 하락폭 확대시 손실(원금 손실)이 발생할 수 있으며 동 전략이 무조건적인 수익을 보장하지 않습니다. 커버드콜 전략 기초자산 구성종목 차이에 따른 위험 이 투자신탁의 기초지수는 커버드콜 전략으로 주식 포트폴리오를 매수하고 콜옵션을 매도합니다. 이때 주식 포트폴리오는 코스피200금융고배당TOP 10 TR 지수의 구성종목을 매수하고, 콜옵션은 코스피200 지수를 기초자산으로 하기 때문에 코스피200금융고배당TOP10 TR 지수 대비 코스피200 지수 급등시 행사가격 이상에서 수익과 손실이 상쇄되지 않고 오히려 손실 발생 가능한 점 등 기초자산이 다른 커버드콜 전략에 따른 성과 차이가 발생할 수 있으며 동일한 기초자산으로 커버드콜 전략을 활용하는 경우와는 다른 성과가 나타나게 됨에 유의하시기 바랍니다. 목표 프리미엄을 달성하지 못할 위험 이 투자신탁은 프리미엄을 확보하기 위하여 코스피200 콜옵션(결제주, 결제월)을 매도하는 장내파생상품을 편입하여 운용함으로써 연 15% 수준의 분배금을 지급할 계획입니다. 하지만, 주식의 변동성이 현저히 낮아져 콜옵션 매도 프리미엄이 축소되거나 커버드콜 전략 기초자산 구성 종목의 차이와 옵션 프리미엄 변동에 따른 위험 등으로 인해 목표했던 수익구조의 프리미엄을 달성하지 못하는 경우 옵션 프리미엄, 주식 배당 등의 재원 외에 기초자산 매도 등을 통해 연 15% 수준의 분배금을 지급하는 것을 목표로 하며, 그럼에도 불구하고 예상하지 못한 다양한 시장 및 운용 상황으로 인해 분배율이 연 15%에 미치지 못할 수도 있음에 유의하시기 바랍니다. 옵션 시장의 변동성 노출 위험 기초자산과 옵션을 결합한 전략을 수행함에 따라 옵션 조기행사, 옵션 거래량 제한 등 옵션 시장의 변동성에 노출될 수 있습니다."
