항목,내용
한글명,RISE 2차전지TOP10인버스(합성)
영문명,RISE Secondary Cell TOP10 Inv(SYNTH)
표준코드,KR7465350007
종목코드,465350
상장일,2023-09-12
펀드형태,수익증권형
기초지수명,iSelect 2차전지 TOP10 인버스 지수(PR)
추적배수,1X 인버스 (-1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"NH투자증권, 키움증권, 메리츠증권, 미래에셋증권, 신영증권"
총보수(%),0.49
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 NH투자증권이 산출 및 발표하는 “iSelect 2차전지 TOP10 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 일간 변동률의 음(陰)의 1배수에 연동하도록 투자신탁 재산을 운용하는 것을 목적으로 합니다.  iSelect 2차전지 TOP10 지수는 2차전지 관련 산업에 속하며 산업 내의 시장 지배력, 우수한 경쟁력 등을 기반으로 산업의 성장과 함께 고성장이 가능한 기업들의 성과를 추종하도록 설계된 지수로 ‘iSelect 2차전지 지수’ 편입 종목 중, 유동시가총액 상위 10종목을 편입하여 유동시가총액 가중방식으로 산출한 지수  ETF의 설정단위는 25,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 거래상대방과의 계약을 통한 합성상장지수집합투자기구로서 장외파생상품을 중요한 운용수단으로 하여 투자신탁의 순자산가치의 변화를 기초지수 일간 변동률의 음(陰)의 1배수에 연동하도록 운용합니다. 이에 따라 거래상대방의 자격요건과 위험관리 및 담보관리 등을 관리하고 있으며, 해당 관련 상품의 계속성에 중대한 영향을 미칠 수 있으면 상장폐지의 사유가 될 수 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kbstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
