항목,내용
한글명,TIGER AI코리아그로스액티브
영문명,TIGER AI KOR GWTH ACTV
표준코드,KR7365040005
종목코드,365040
상장일,2020-09-29
펀드형태,수익증권형
기초지수명,코스피지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋대우, NH투자증권, KB증권, 메리츠종금증권"
총보수(%),0.4
회계기간,(1) 최초설정일 부터 당해연도 12월 31일까지 (2) 이후의 회계기간은 그 익일로부터 매년 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일. 다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 ETF는 유가증권시장 상장규정 제113조에 따른 액티브상장지수투자신탁으로 국내 주식을 주된 투자대상자산으로 하며, 1좌당 순자산가치의 변동률을 비교지수인 KOSPI 지수 변화를 초과하도록 투자신탁재산을 운용함을 목적으로 합니다. 장기적으로 초과수익에 기여할 가능성이 높을 것으로 기대되는 성장주 종목 중심으로 포트폴리오를 구성하기 위하여 인공지능(AI: Artificial Intelligence) 알고리즘 모델을 활용합니다."
투자유의사항,"이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 이 투자신탁이 활용하는 인공지능(AI) 알고리즘 기반 모델은 과거 수치 데이터를 활용하여 인공지능 신경망을 진화시키는 심화학습(Deep Learning) 과정을 통해 결과값을 산출하여 전략을 수행하므로 실제 시장상황과 괴리가 발생할 수 있으며 인공지능 모델과 관련한 다양한 요인들로 인하여 투자신탁의 수익이 기대에 미치지 못하거나 손실이 확대될 수 있습니다. 다만, 최종 포트폴리오는 인공지능이 예측한 기대수익률을 감안하되 위험관리 및 운용제약, 비교지수와의 괴리 축소 등을 고려하여 이 투자신탁의 운용역이 결정합니다. 이 집합투자기구는 기초지수 수익률 추종을 목표로 하지 않기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
