항목,내용
한글명,KODEX 단기채권PLUS
영문명,KODEX KRW CASH PLUS
표준코드,KR7214980005
종목코드,214980
상장일,2015-03-03
펀드형태,수익증권형
기초지수명,KRW Cash PLUS 지수(총수익)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"삼성증권, 메리츠종합금융증권,케이비투자증권,대우증권"
총보수(%),0.15
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 2015년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일. 다만 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"본 상품은 한국자산평가사가 제공하는 KRW Cash PLUS Index(총수익)를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 운용하는 투자신탁입니다. 이 투자신탁은 잔존만기 1년 미만의 국고채, 통안채 및 회사채(AA-이상), 카드채(AA+), CP(A1) 등 단기채권에 주로 투자하는 상품으로서 MMF를 초과하는 안정적인 수익을 추구합니다. 이 투자신탁의 수익자는 채권에 직접 투자하는 위험을 부담할 수 있으며, 채권은 다양한 경제 변수에 연동되어 수익이 변동되는 특성을 가지고 있습니다."
투자유의사항,"채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 투자신탁재산으로 보유하고 있는 채권 및 어음 등의 신용평가등급이 하락한 경우, 신탁계약 및 신고서에서 정한 신용평가등급에 미달하는 경우 또는 신용사건이 발생한 경우에는 당해 채권 및 어음 등을 지체 없이 처분하는 등 이에 따라 신탁재산의 가치가 급격하게 변동될 수 있습니다. 추종하는 비교지수 수익률과의 수익률 괴리 폭이 확대될 수 있으며 지수 구성종목 변경에 따른 매매시 시장 충격, 상/하한가, 거래정지 등으로 인한 미체결, 당사 활용 모델의 지수추적 괴리 및 환율 변동등으로 인해 해당 비교지수를 추종하지 못할 수 있습니다"
