항목,내용
한글명,PLUS KOFR금리
영문명,PLUS KOFR
표준코드,KR7453010001
종목코드,453010
상장일,2023-03-14
펀드형태,수익증권형
기초지수명,KOFR 지수
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"미래에셋증권, SK증권, KB증권, DB금융투자, 하나증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우, 그 직전 영업일)"
홈페이지,http://www.arirangetf.com
http://www.arirangetf.com,http://www.arirangetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"이 투자신탁은 국내 익일물 레포(Repo)를 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, 한국예탁결제원에서 산출·발표하는 “KOFR 지수”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. 기초지수인 “KOFR 지수”는 국채·통안증권을 담보로 하는 익일물 RP거래 금리를 대상으로 산출되는 지수입니다. 선별된 적격담보(국채·통안증권)를 담보로 한 익일물 RP 거래를 선별하여 금리순으로 상위 5%, 하위 5%의 거래를 제거한 뒤 거래대금 가중평균 금리를 계산하는 극단치 제거 거래량(거래금액) 기준 가중평균 방식으로 정해지며, 동 지수는 매영업일 오전 11시 KOFR 홈페이지에 공시됩니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. KOFR 금리는 레포 시장 이자율에 의해 결정됩니다. 자금시장 불균형 등 시장 상황 상 음(-)의 레포 금리가 형성되는 경우, 손실 발생 가능 구조입니다. 시장 금리 상황이 이 투자신탁의 성과에 영향을 줄 수 있습니다. 이 투자신탁의 기초지수인 KOFR 지수의 한국예탁결제원 공시 시간은 매일 오전 11시00분입니다. 이로 인해 지수 공시 전인 오전 9시00분-오전 11시00분 동안은 전일의 지수값이 iNAV로 나타나게 됩니다. 해당 시간 동안 LP가 제시하는 거래호가와 iNAV의 괴리가 발생할 수 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
